"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3481","CEP104",4.60427567800613e-31,-0.457046392438702,0.209,0.287,1.11699727948429e-26
"3482","CHSY1",4.67674864228719e-31,-0.489508661207513,0.247,0.301,1.13457922061887e-26
"3483","DAP3",4.67944334009245e-31,-0.332830469160378,0.341,0.426,1.13523295430643e-26
"3484","DDX39A",4.69718797850445e-31,-0.618761915547756,0.151,0.219,1.13953780358518e-26
"3485","AGPAT1",4.69779812688243e-31,-0.442717368340876,0.186,0.261,1.13968582558168e-26
"3486","MLF1",4.74911041324412e-31,-0.493099471227241,0.246,0.313,1.15213418625302e-26
"3487","MIS18A",4.8195762113793e-31,-0.573006425507891,0.18,0.25,1.16922918888062e-26
"3488","MCM4",4.91190239345794e-31,-0.589539880063287,0.187,0.252,1.1916275206529e-26
"3489","ZNF384",4.92850331695165e-31,-0.946149902139277,0.059,0.105,1.19565490469247e-26
"3490","ARFGEF1",5.19984322556928e-31,-0.376735525009603,0.326,0.41,1.26148196652311e-26
"3491","PRPF38B",5.25718870882235e-31,-0.342836706001547,0.398,0.482,1.2753939807603e-26
"3492","ERBIN",5.28893158992193e-31,-0.376414477518151,0.32,0.404,1.28309480371506e-26
"3493","INHBB",5.3601502860122e-31,-0.839909019234938,0.112,0.162,1.30037245938656e-26
"3494","DOCK7",5.36493083711882e-31,-0.480558126645485,0.219,0.284,1.30153222108503e-26
"3495","UTP11",5.4031303751224e-31,-0.397294893138508,0.299,0.381,1.31079942900469e-26
"3496","PFDN6",5.48470564993029e-31,-0.363772195607054,0.324,0.407,1.33058959067309e-26
"3497","MLXIP",5.48502434544741e-31,-0.491016114878033,0.211,0.287,1.33066690620554e-26
"3498","CELSR2",5.78533786826234e-31,-0.375171269664479,0.244,0.32,1.40352296684044e-26
"3499","IVNS1ABP",5.842359361497e-31,-0.39238537216216,0.251,0.331,1.41735638109917e-26
"3500","PIAS1",5.85122535899642e-31,-0.427226784651045,0.244,0.325,1.41950727209253e-26
"3501","NACC1",5.891357320161e-31,-0.455868040144881,0.164,0.233,1.42924328587106e-26
"3502","RBMXL1",5.99251388188183e-31,-0.556862588510424,0.178,0.246,1.45378386774453e-26
"3503","AKR1B1",6.0245726570132e-31,-0.610881021383813,0.167,0.219,1.4615613265914e-26
"3504","EXOSC6",6.05444603321758e-31,-0.463112594549019,0.23,0.309,1.46880860765859e-26
"3505","TSPAN9",6.0845178881978e-31,-0.572399652979272,0.139,0.207,1.47610403967679e-26
