"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2363","S100A14",1.12953262779722e-21,-0.117939445153253,0.973,0.981,2.68501200953677e-17
"2364","PSPC1",1.16792701053168e-21,-0.323140140008913,0.296,0.369,2.77627929673486e-17
"2365","SNX2",1.16925573321855e-21,-0.203966958864249,0.5,0.572,2.77943780343382e-17
"2366","TMOD3",1.17250501829051e-21,-0.212472942412484,0.631,0.697,2.78716167897837e-17
"2367","NSG1",1.17647425154999e-21,-0.555127116741095,0.152,0.185,2.79659694335948e-17
"2368","KIF22",1.18470955732889e-21,-0.301085401895739,0.291,0.354,2.81617308872649e-17
"2369","SMC1A",1.23332933822245e-21,-0.306320168819758,0.554,0.619,2.93174716988859e-17
"2370","TNRC6B",1.25039439859053e-21,-0.299189058070639,0.53,0.605,2.97231252488954e-17
"2371","MIR210HG",1.26553186316313e-21,-0.696706615878448,0.121,0.174,3.00829579192508e-17
"2372","BRMS1",1.28557034513524e-21,-0.293700776620989,0.262,0.33,3.05592926742097e-17
"2373","EIF2AK1",1.29985171586304e-21,-0.15383098824822,0.575,0.652,3.08987751377803e-17
"2374","BLZF1",1.30094099845332e-21,-0.372893047890565,0.24,0.31,3.0924668474234e-17
"2375","CES1",1.37475010158811e-21,-1.10474827160156,0.034,0.07,3.2679184664851e-17
"2376","SMARCC2",1.38979634768141e-21,-0.195588219202338,0.482,0.556,3.30368489807348e-17
"2377","CTDSP2",1.41368347665372e-21,-0.339811519959389,0.311,0.382,3.36046699235357e-17
"2378","TESC",1.42140398373709e-21,-0.508023061220108,0.301,0.341,3.37881940974143e-17
"2379","CS",1.42225166222084e-21,-0.34955744706049,0.262,0.333,3.38083442626515e-17
"2380","MYH10",1.4346286603999e-21,-0.443512995857716,0.26,0.325,3.41025578863659e-17
"2381","IFI30",1.43801316480348e-21,-0.148718224696775,0.425,0.485,3.41830109405436e-17
"2382","TMEM8A",1.45333045174487e-21,-0.317090942783166,0.231,0.289,3.45471181684274e-17
"2383","RNF11",1.47904394771893e-21,-0.251396407928247,0.375,0.447,3.51583536812267e-17
"2384","MICU2",1.48577349000773e-21,-0.288981855688053,0.384,0.456,3.53183216309738e-17
"2385","TEAD1",1.50738146236823e-21,-0.352208524294517,0.338,0.414,3.58319647419551e-17
"2386","TMEM30B",1.51393975862699e-21,-0.402161958249892,0.232,0.299,3.59878620023223e-17
"2387","THOC2",1.54539809843736e-21,-0.224646818920875,0.537,0.617,3.67356581979546e-17
"2388","HNMT",1.54703536150529e-21,-0.443926733914011,0.21,0.273,3.67745775783422e-17
"2389","POLR2C",1.57409976215435e-21,-0.385083052309314,0.24,0.311,3.74179254461712e-17
