"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"6133","PRSS23",0.000751244013580061,0.202821403213185,0.956,0.863,1
"6134","DHX33",0.000755958140852603,0.239121985811031,0.112,0.095,1
"6135","SLC23A2",0.000758062528084549,0.529383992779441,0.128,0.089,1
"6136","ZNF682",0.000758490447162563,0.440217315372315,0.094,0.069,1
"6137","SHB",0.000758678269535403,-0.63833761999743,0.119,0.178,1
"6138","NPC1",0.000759657565496145,0.395914459957533,0.328,0.261,1
"6139","LINC02615",0.000761000607642704,0.504255007653419,0.045,0.031,1
"6140","HNRNPM",0.000761442146688697,0.19370028185674,0.858,0.816,1
"6141","AC011978.2",0.000764405491940995,0.706051783965346,0.012,0.007,1
"6142","DGAT2",0.000766443069044152,-0.105491354276158,0.098,0.101,1
"6143","AC130324.1",0.000766515309013837,1.83365822310293,0.013,0.003,1
"6144","ZNF470",0.000769728522113357,0.541098281930389,0.054,0.036,1
"6145","GNA13",0.000770666357922284,0.300148332166259,0.276,0.224,1
"6146","TRIM34",0.00077387876281161,0.389772546558414,0.233,0.183,1
"6147","KISS1R",0.000774886380094118,-1.8258057078922,0.005,0.018,1
"6148","IL17RC",0.000775100274496163,-0.117533731472828,0.216,0.228,1
"6149","CHRNA5",0.000775534684293558,-0.634426707293797,0.039,0.06,1
"6150","NOXA1",0.000775575501233091,-0.662508544829326,0.027,0.045,1
"6151","DVL3",0.000775628047319034,0.230242166412461,0.316,0.267,1
"6152","AC007785.3",0.000777656567602597,1.17292821476381,0.01,0.004,1
"6153","DNPEP",0.000781768956733361,-0.237461081227207,0.237,0.271,1
"6154","SLC35E3",0.000782788830363663,0.413593769192523,0.391,0.316,1
"6155","DNAJB1",0.000783885304094759,0.119273924710337,0.561,0.511,1
"6156","ZNF324",0.000784652744172488,0.477782796292228,0.12,0.088,1
"6157","STMND1",0.000786365615989615,-2.63491733645713,0.007,0.048,1
"6158","AC037459.2",0.000787756935887863,0.40739346840083,0.016,0.012,1
"6159","DAP",0.000788238435263712,0.274384551197395,0.517,0.44,1
"6160","ZNF696",0.000788830979615241,0.480642450431468,0.061,0.042,1
"6161","RNASEL",0.000790623293001243,0.369377204804235,0.212,0.164,1
"6162","CLSTN2",0.00079275872664784,0.530908004886185,0.13,0.096,1
"6163","HOXC4",0.000794144408924738,0.784114036128572,0.048,0.027,1
"6164","EXOSC10-AS1",0.000794845316336973,-0.683946843137596,0.03,0.049,1
"6165","CCDC137",0.000797186938786023,0.341203188706364,0.438,0.36,1
"6166","CCDC74A",0.000797191364882609,-0.636895807743967,0.113,0.17,1
"6167","Z93930.2",0.000801149015619736,0.43762025583269,0.115,0.091,1
"6168","GSTT2B",0.000809248846062558,-0.634878184387417,0.062,0.098,1
"6169","MINAR1",0.000809336298573264,1.66220736742966,0.01,0.003,1
"6170","ALDH1L2",0.000810910767543558,0.400820814477344,0.02,0.016,1
"6171","TMA16",0.000811158768602184,0.27339360965567,0.407,0.355,1
"6172","GALNT5",0.000814590612356218,0.985051168498752,0.05,0.028,1
"6173","CCHCR1",0.000818822729672695,-0.504658832323468,0.07,0.101,1
"6174","ZFAND4",0.000820103944968194,0.436919420704002,0.103,0.078,1
"6175","PCBP1",0.000820939666991986,0.236478176794185,0.925,0.886,1
"6176","ATIC",0.000825640811014164,-0.159317327764104,0.413,0.446,1
"6177","CYB5D1",0.000829552732267416,0.216673267382927,0.074,0.064,1
"6178","TPM1-AS",0.000831971560978532,0.324199532874431,0.022,0.018,1
"6179","MINCR",0.000832282269111969,-0.229211819416423,0.136,0.156,1
"6180","ENOX2",0.000834177160252118,0.334315768831408,0.118,0.096,1
"6181","PDZK1",0.000836226032224361,1.06146061746199,0.069,0.046,1
"6182","ING3",0.000838119381422362,-0.150352232267102,0.093,0.099,1
"6183","BAIAP2",0.000840312855308354,0.373617267236049,0.559,0.456,1
"6184","MDC1",0.000841656355625362,0.174629362991944,0.114,0.101,1
"6185","DDX41",0.000847646245587715,-0.152737179340391,0.237,0.265,1
"6186","SLC2A10",0.000848530605155259,0.309279045838159,0.289,0.241,1
"6187","MMS22L",0.000850457671616229,0.415692791619317,0.126,0.105,1
"6188","IRGQ",0.000851149944361277,0.14619072424161,0.169,0.158,1
"6189","IRS2",0.000851629505924084,-0.780065162826231,0.056,0.083,1
"6190","LONRF3",0.000857746497172427,0.531994479333652,0.08,0.058,1
"6191","GRK6",0.000858625582911556,-0.486050430370483,0.117,0.161,1
"6192","TMEM61",0.000859674855388155,-0.369649565140711,0.08,0.1,1
"6193","AL442003.1",0.000860230741057551,1.30429997543673,0.021,0.008,1
"6194","MAF",0.000860349049872881,0.183654621356865,0.041,0.037,1
"6195","CTBP1",0.000863471904939434,0.369799324988225,0.411,0.334,1
"6196","CTSL",0.00086482795104324,-0.111436517036625,0.229,0.234,1
"6197","PACC1",0.00086527032014006,-0.243858123757809,0.108,0.126,1
"6198","AC009090.6",0.000865380643577576,1.21474839045843,0.017,0.007,1
"6199","CCND3",0.000866370438829023,-0.106047734939008,0.257,0.272,1
"6200","SEZ6L2",0.00087117013405052,0.201210333272167,0.914,0.809,1
"6201","CAPN12",0.000871855121932017,0.412069955610304,0.087,0.062,1
"6202","GNG11",0.000873130215320619,-3.3219589416555,0.005,0.01,1
"6203","ULK1",0.000884802394944171,0.414728656585087,0.357,0.282,1
"6204","TSPAN9",0.000884967480016302,-0.220208648875808,0.257,0.292,1
"6205","SSRP1",0.000886962231288681,0.111137026275815,0.461,0.425,1
"6206","GTF3C5",0.000888507905630851,-0.564235674370877,0.083,0.121,1
"6207","GJA1",0.000889637322650112,-0.617697512562001,0.021,0.025,1
"6208","IDNK",0.000891396144948953,-0.375375815378501,0.1,0.126,1
"6209","GALNT10",0.000891888399428179,0.243243937643027,0.335,0.294,1
"6210","AC027117.1",0.000892752279006586,0.837077743644076,0.026,0.013,1
"6211","SLFNL1-AS1",0.000894047253036324,1.65532098184442,0.012,0.003,1
"6212","AC243772.2",0.000894925477823558,1.22265358854378,0.035,0.015,1
"6213","DIP2C",0.000897890821067091,0.345716571846006,0.161,0.126,1
"6214","BLCAP",0.000899525078963324,0.361247542979935,0.347,0.279,1
"6215","NUP43",0.000900148282777464,0.306464559550049,0.251,0.207,1
"6216","CSRNP3",0.000901896718291555,0.575287934615772,0.101,0.07,1
"6217","GREB1L",0.000904716362346856,0.554234856730101,0.019,0.013,1
"6218","PHC1",0.00090774104460036,0.36886059686416,0.126,0.097,1
"6219","C2orf76",0.000915736602080782,0.117816829362897,0.435,0.388,1
"6220","SLC27A5",0.000915906656458574,-0.231619222577153,0.24,0.278,1
"6221","PI4K2A",0.000919000974987246,0.41596820413884,0.243,0.184,1
"6222","AC097634.1",0.000925583474501325,0.984040700909983,0.048,0.024,1
"6223","AC142472.1",0.000928172345967687,0.513893089701509,0.027,0.018,1
"6224","ZNF135",0.000930071804349414,0.441256920267114,0.079,0.058,1
"6225","NUAK1",0.000930522146657127,0.575079997647143,0.093,0.061,1
"6226","MAP3K5",0.000931710706198525,-0.104687464481331,0.166,0.174,1
"6227","EPB41L1",0.000934650313341692,0.298939986293721,0.136,0.114,1
"6228","FANCA",0.000937103875506897,-0.430335102700293,0.078,0.104,1
"6229","SRSF5",0.000938766748119007,0.145482617117772,0.983,0.974,1
"6230","CNNM4",0.000939161025370275,0.39958806591203,0.153,0.119,1
"6231","RHBDD1",0.000939838756349167,0.387040406444663,0.09,0.068,1
"6232","PHTF1",0.000940759416886726,0.349775183916156,0.187,0.153,1
"6233","COBL",0.00094242144035889,-0.244115349785036,0.149,0.173,1
"6234","CCDC168",0.000946715132841177,1.55307092359647,0.013,0.005,1
"6235","ARMCX5-GPRASP2",0.000946812336499453,0.518901783617821,0.069,0.049,1
"6236","ZNF81",0.000949552999276275,0.60533284601274,0.053,0.036,1
"6237","ERRFI1",0.000951249331247386,-0.964232957160319,0.197,0.266,1
"6238","SIRT2",0.000952743766481349,-0.167998493755986,0.189,0.209,1
"6239","CDK6",0.00095521933802441,-0.749846273410367,0.041,0.062,1
"6240","C1QL1",0.00095949952270286,-0.770604833577164,0.019,0.033,1
"6241","AC026979.4",0.000967677434837923,0.933462280068418,0.029,0.015,1
"6242","PCDH7",0.000968773505661395,0.813650082137464,0.047,0.028,1
"6243","PABPC4",0.000971238751026037,0.140552933617676,0.549,0.509,1
"6244","AC008915.1",0.000974165914191898,0.933462280068418,0.015,0.007,1
"6245","EIF1AX",0.000974624242528423,0.26328281831855,0.983,0.959,1
"6246","WNT2B",0.000975670368874214,1.03585760775857,0.03,0.015,1
"6247","NPHP1",0.000978719675823892,-0.291740052239637,0.14,0.172,1
"6248","S100A9",0.0009820806721441,-3.64740891683776,0.048,0.085,1
"6249","STT3A",0.000982615769066028,0.164016021935046,0.252,0.223,1
"6250","INHBB",0.000984712671200845,-0.625773395534369,0.166,0.215,1
"6251","LMNTD2",0.000985948932727745,-0.333788480566446,0.06,0.073,1
"6252","TSPAN14",0.000988899259558476,0.3047297572961,0.355,0.308,1
"6253","AP000487.1",0.000991173840148185,0.829417397995781,0.054,0.03,1
"6254","FAM192A",0.000991676377817519,0.382751473746805,0.659,0.546,1
"6255","XAF1",0.000993732081718013,0.645295263659149,0.12,0.08,1
"6256","ZNF701",0.000995682442932929,0.359299180199785,0.192,0.153,1
"6257","DENND6A",0.000995878868059623,0.273817472502419,0.237,0.206,1
"6258","ENTPD2",0.000998724719417529,-0.750486191380889,0.038,0.068,1
"6259","DOC2A",0.0010009857877562,0.55598996040263,0.134,0.089,1
"6260","RARRES1",0.00100238029524774,-1.92597329922138,0.129,0.231,1
"6261","CGN",0.00100285096198732,0.111467181009662,0.147,0.138,1
"6262","CXCL2",0.00100874885232616,-0.684124275887402,0.129,0.213,1
"6263","AC006480.2",0.0010101703963885,0.741171281165936,0.048,0.029,1
"6264","TYRP1",0.00101879980370566,0.190469930532488,0.504,0.425,1
"6265","SNX21",0.00101911166296639,-0.277896090993054,0.126,0.151,1
"6266","AC002558.3",0.00102161577460945,0.512959224046764,0.08,0.057,1
"6267","C6orf89",0.00102657180024186,0.294162468088575,0.555,0.47,1
"6268","AC022137.4",0.00102861314339244,0.621712589201596,0.029,0.018,1
"6269","AL158847.1",0.0010294017820727,2.27246388831472,0.01,0.002,1
"6270","TMEM254",0.00103108672278224,0.185542091526335,0.377,0.321,1
"6271","CEP68",0.00103161431398386,0.356581084871393,0.173,0.134,1
"6272","DLEU2",0.00103589177284086,0.453071042795474,0.247,0.178,1
"6273","ZNF75D",0.00103656445467198,0.457318693732513,0.058,0.043,1
"6274","LRRC24",0.00104136010233542,-0.414119516653433,0.05,0.065,1
"6275","ZNF346",0.00104302191875983,0.424333330822543,0.146,0.109,1
"6276","C12orf43",0.00104493180795163,0.367885789645172,0.428,0.354,1
"6277","NT5C2",0.00104678839598077,0.121991249538582,0.145,0.131,1
"6278","TIMM22",0.00104813206231634,-0.306441264620076,0.163,0.202,1
"6279","MEIS1",0.00104840105034014,0.385367162070831,0.039,0.029,1
"6280","OXSR1",0.00105127447973507,0.271377021367741,0.401,0.343,1
"6281","ZNF44",0.0010553133275326,0.325965869056984,0.133,0.106,1
"6282","SLC9A9",0.00105532590444908,1.32677500819255,0.017,0.007,1
"6283","PLCH2",0.00106001567259666,-0.332739404844059,0.053,0.066,1
"6284","PDK2",0.00106019986604119,-0.280345623571813,0.135,0.162,1
"6285","FBL",0.00106291907951814,0.116519275060888,0.449,0.414,1
"6286","PPP2R1A",0.00106320941768957,0.129910744050132,0.578,0.52,1
"6287","AC007906.2",0.00107254045254832,-1.09191294777562,0.028,0.044,1
"6288","SMIM29",0.00107378206592406,0.14530342015845,0.688,0.625,1
"6289","MIS18BP1",0.00107629884426556,-0.217208903421257,0.26,0.272,1
"6290","FAM13A-AS1",0.00107871490864992,0.810909097784455,0.029,0.017,1
"6291","HFE",0.00108078647167255,0.497182384973648,0.158,0.114,1
"6292","CLEC7A",0.00108288108728426,0.674677347235982,0.134,0.093,1
"6293","AC092071.1",0.00108318582268903,2.07035848112326,0.01,0.002,1
"6294","ACER3",0.00108468938765115,0.445182298264888,0.432,0.33,1
"6295","AC093827.4",0.00108901029036443,0.574771787732796,0.081,0.056,1
"6296","TRMT1",0.00109041319254885,-0.308451779343733,0.084,0.104,1
"6297","IQCJ",0.00109438659891629,0.992355969121986,0.01,0.005,1
"6298","VPS45",0.00109951326288114,0.398960153960001,0.382,0.304,1
"6299","AF127577.1",0.00109963905542564,1.29191625098089,0.01,0.004,1
"6300","C1orf116",0.00110160502021838,0.450255793199289,0.185,0.132,1
"6301","GRIN2C",0.00110273704258336,1.19671446762817,0.016,0.006,1
"6302","GALC",0.00110457584284133,0.547182751869824,0.108,0.076,1
"6303","CORO1A",0.00110555396234866,-1.01942119865437,0.017,0.036,1
"6304","DLGAP4",0.00110953362925767,0.291794970240972,0.422,0.352,1
"6305","ZNF747",0.00112401485121052,0.460742892993764,0.141,0.103,1
"6306","KLHL7",0.00112517590409715,0.296509362281372,0.164,0.137,1
"6307","SMTN",0.00112576920482756,-0.920332471024645,0.085,0.139,1
"6308","ZNF331",0.0011301743597059,0.144359062567036,0.17,0.154,1
"6309","ZIC4",0.00113236650653733,0.961982320078467,0.028,0.013,1
"6310","ULK3",0.00113762039954781,-0.238806661842194,0.092,0.11,1
"6311","INTS5",0.0011396478225568,-0.237730844004463,0.154,0.181,1
"6312","STK10",0.00114918081223937,0.111863063578075,0.072,0.063,1
"6313","COL6A3",0.00114982670276112,-1.10833803049749,0.019,0.017,1
"6314","NEXMIF",0.00115190545202218,0.638072500922239,0.025,0.019,1
"6315","LRRC57",0.00115380780439311,0.371965951805159,0.18,0.145,1
"6316","WDPCP",0.00115824021755341,0.459137043494828,0.073,0.054,1
"6317","AMOT",0.00116454426345253,0.317396675876684,0.161,0.132,1
"6318","LRRCC1",0.00116682947478846,0.196643885103469,0.319,0.276,1
"6319","WWTR1-AS1",0.00116923696389455,1.17455930034274,0.017,0.008,1
"6320","AC114956.3",0.00116991515871726,1.36432474650894,0.013,0.005,1
"6321","DYM",0.00117566391820129,0.372471478078306,0.298,0.242,1
"6322","TPM2",0.0011803680113908,-0.97844853119928,0.093,0.149,1
"6323","GSS",0.00118198239926567,-0.107968565311185,0.477,0.497,1
"6324","GK",0.00119764599246112,0.378344935890332,0.282,0.23,1
"6325","LINC00665",0.0011976603407421,0.291277372068296,0.462,0.398,1
"6326","SLC66A2",0.00120288756900352,-0.474004838056774,0.178,0.234,1
"6327","NECAP2",0.00120890444642522,0.180177366293995,0.309,0.278,1
"6328","SYT15",0.00121060423465266,1.75789071548496,0.01,0.003,1
"6329","AL034417.4",0.00121060423465356,1.75789071548496,0.01,0.003,1
"6330","MAPKAPK5-AS1",0.00121627587276246,0.130117139991257,0.562,0.501,1
"6331","MAST1",0.00121733308353151,-0.497694884573703,0.026,0.037,1
"6332","SPPL3",0.00122240845008961,0.345275878472975,0.497,0.407,1
"6333","ZSCAN20",0.00123065495969065,0.65648868327675,0.031,0.019,1
"6334","ZNF100",0.00123687472401654,0.411605719687745,0.182,0.145,1
"6335","PTHLH",0.00123718674449215,-3.41894190011028,0.015,0.114,1
"6336","MLH1",0.00123936249343004,-0.198484611973662,0.194,0.22,1
"6337","SPANXC",0.00124582184093376,-0.150700965546886,0.112,0.109,1
"6338","U62317.4",0.00124705738592668,-0.467075649515311,0.035,0.043,1
"6339","ATAD3B",0.00125082475080685,-0.309624716952324,0.098,0.119,1
"6340","PRAF2",0.00125892897152497,-0.24329550238726,0.226,0.268,1
"6341","FKBP4",0.00125944633743993,0.184432347875273,0.878,0.806,1
"6342","PRRG2",0.0012673722914367,-0.272862683973684,0.154,0.188,1
"6343","TOR2A",0.00126819468867011,-0.554851609603752,0.081,0.117,1
"6344","RASSF1",0.0012705494623315,-0.497732235418118,0.089,0.12,1
"6345","ZNF829",0.0012707912196531,0.297210550650407,0.055,0.045,1
"6346","CMTM1",0.00127120683782465,-0.774983274087739,0.013,0.022,1
"6347","MYH11",0.00127283490106534,-0.12312124829795,0.024,0.021,1
"6348","GDPD1",0.00127293532071586,0.234631814788983,0.062,0.052,1
"6349","VCP",0.00127875476799717,0.13692566677882,0.726,0.704,1
"6350","LYPD5",0.00129247844156445,-0.65830977865,0.027,0.043,1
"6351","SYTL4",0.00129590779086767,0.225465235466035,0.152,0.133,1
"6352","KRT17",0.00129620744269408,-1.70505787067055,0.085,0.187,1
"6353","EYS",0.00129704719333374,1.19671446762817,0.016,0.006,1
"6354","HSD17B1",0.00129974239411951,0.149330957765267,0.448,0.41,1
"6355","SMIM13",0.00130181292837791,-0.103581061902305,0.188,0.193,1
"6356","IGFBP6",0.00130340993010641,-1.87937818107292,0.034,0.038,1
"6357","AC009005.1",0.0013122240012524,-0.415068346046982,0.027,0.036,1
"6358","ANAPC1",0.00131440871209466,0.204348461267176,0.174,0.154,1
"6359","SLC43A3",0.00131538843660707,-0.991876715019697,0.027,0.048,1
"6360","GFM2",0.00131774890852309,0.402392787342464,0.205,0.164,1
"6361","NPTN-IT1",0.00131853352093985,0.696900085595815,0.026,0.016,1
"6362","ZNF41",0.00132132673453268,0.618190751258671,0.054,0.035,1
"6363","ZGRF1",0.00132423309141135,-0.879319933902475,0.027,0.049,1
"6364","ZNF546",0.00132488538474674,0.60156601608982,0.027,0.018,1
"6365","C9orf152",0.0013266760018465,-0.301002973568605,0.11,0.144,1
"6366","AL034351.4",0.00133023445947699,0.678247378693923,0.011,0.006,1
"6367","KLHDC8B",0.00133188214603129,-0.195716379030586,0.133,0.15,1
"6368","KDM5C",0.00133260390552809,0.194685512135188,0.357,0.314,1
"6369","TMEM98",0.00133830268131548,-0.991524365514737,0.037,0.074,1
"6370","VAT1",0.00133987183758723,0.379012879501538,0.749,0.599,1
"6371","DPYSL2",0.00134123343452218,-0.815569752167946,0.086,0.136,1
"6372","HEATR3",0.00134351731610677,0.261172727549786,0.142,0.12,1
"6373","U2AF2",0.00134601997209009,0.223906195585982,0.346,0.299,1
"6374","EXOSC9",0.0013479017751339,-0.2726162409533,0.198,0.231,1
"6375","THRAP3",0.00135345357198164,0.128459965886463,0.813,0.788,1
"6376","Z82217.1",0.00136192828451074,1.23628155200808,0.013,0.006,1
"6377","FGF12",0.00136259605931014,0.765198599616789,0.107,0.072,1
"6378","TMEM9B-AS1",0.0013637149062818,0.329797063380673,0.054,0.042,1
"6379","ANKFY1",0.00136441630164196,0.143574776034598,0.171,0.16,1
"6380","PDK3",0.00136655662883535,0.229592972009063,0.371,0.332,1
"6381","NRSN2-AS1",0.0013729871300919,0.55770370918487,0.184,0.131,1
"6382","ATPAF1",0.00137551871231382,0.309633419739767,0.48,0.408,1
"6383","AC022558.1",0.00137607598646959,1.81832656934694,0.011,0.003,1
"6384","KTN1-AS1",0.00138071807952621,0.341430206022472,0.13,0.104,1
"6385","BIRC3",0.00138175233844006,-0.197041988293913,0.127,0.125,1
"6386","DHODH",0.00138363591311469,-0.338703137517504,0.075,0.092,1
"6387","EPB41L3",0.00138417609525245,0.559605028725932,0.199,0.143,1
"6388","SRPX2",0.00138757743511329,-0.412988133953013,0.097,0.124,1
"6389","ZC4H2",0.00138986032918781,-0.530065065530458,0.034,0.046,1
"6390","TIGD7",0.00139098572798211,0.587965714042651,0.06,0.039,1
"6391","PARD3B",0.0013958728219975,0.405094352311242,0.062,0.047,1
"6392","CLEC2B",0.00140232945122981,-2.08564654287929,0.007,0.018,1
"6393","AL109955.1",0.0014058724278749,1.57731846984314,0.012,0.004,1
"6394","HEATR6",0.00140873497109441,0.292605710989662,0.182,0.149,1
"6395","STK17A",0.00141195504785217,0.18689106511261,0.403,0.352,1
"6396","IFIH1",0.00141567942165999,0.439659558614907,0.209,0.161,1
"6397","ZNF354A",0.00141579986024163,0.37904027235159,0.178,0.138,1
"6398","MED11",0.00141601723011512,-0.331122577328776,0.205,0.253,1
"6399","PPOX",0.00142399051987175,-0.301873058315402,0.089,0.106,1
"6400","TTC21B",0.00142657193823546,0.138284548157352,0.112,0.1,1
"6401","HPS6",0.00143256566673152,-0.114989440565088,0.138,0.144,1
"6402","CCL2",0.00143755420070089,-1.21596126700274,0.013,0.031,1
"6403","AC006213.2",0.00144249298524784,0.154627398020863,0.029,0.024,1
"6404","AC106795.2",0.0014579674515164,-0.322439864401549,0.106,0.131,1
"6405","MIPEP",0.00146229857092101,0.1105373954703,0.176,0.16,1
"6406","UBE2D3",0.00146564312552458,0.25021127440834,0.952,0.913,1
"6407","DENND2C",0.00146974043905309,0.533502237550653,0.065,0.045,1
"6408","RUBCN",0.00147718037076684,0.332956434059793,0.182,0.148,1
"6409","TMEM218",0.00147840785084836,-0.310206800898445,0.138,0.169,1
"6410","SNAP29",0.00148074552249948,0.19270296000692,0.442,0.395,1
"6411","MCM6",0.00148242881829491,-0.686947780415191,0.11,0.166,1
"6412","MRPS5",0.00149786637569553,0.270999283452874,0.539,0.478,1
"6413","MXRA8",0.00150143305483789,-0.695700024563274,0.016,0.023,1
"6414","F8A3",0.00150832816208124,-0.918376692780926,0.007,0.014,1
"6415","MPST",0.00151119430791043,-0.397946572402914,0.226,0.283,1
"6416","PGAP1",0.00151740375329251,0.450126453389363,0.126,0.093,1
"6417","SMAP1",0.00152213751413932,0.303804702374006,0.709,0.607,1
"6418","RBM17",0.00152908379992164,0.21419868763567,0.668,0.612,1
"6419","PSMD6-AS2",0.0015376716643437,1.47778279629223,0.012,0.004,1
"6420","SYCP3",0.00154991603568528,0.866825087038127,0.017,0.009,1
"6421","MSRA",0.00155175249270677,-0.226900839067729,0.18,0.212,1
"6422","ACBD4",0.00155327059637181,-0.189482353863827,0.099,0.108,1
"6423","RNF185",0.00155460581939068,0.160175768029811,0.126,0.109,1
"6424","LYRM7",0.00155795515786989,0.418281784543566,0.27,0.213,1
"6425","ADAMTSL3",0.0015677144668371,0.86088980667963,0.082,0.045,1
"6426","HES5",0.00156952421235458,-0.17176341063912,0.022,0.028,1
"6427","RABGAP1L-IT1",0.00157188072822705,1.26365799093938,0.021,0.009,1
"6428","ZNF219",0.00157548736584171,-0.157819771272057,0.135,0.147,1
"6429","ZNF252P-AS1",0.00158129063248344,1.33631037033935,0.01,0.003,1
"6430","CPSF1",0.00158219381621058,-0.3586493586298,0.096,0.124,1
"6431","KLF12",0.00158733709634254,0.283033130024909,0.039,0.032,1
"6432","AL591623.1",0.00158964761425885,1.50331788839937,0.017,0.006,1
"6433","SFTPD",0.00159562456524009,-1.15964712432306,0.005,0.012,1
"6434","LINC01355",0.00159830061815734,0.365573292706203,0.04,0.031,1
"6435","GPM6B",0.00160683596218897,-0.346732676923558,0.034,0.038,1
"6436","ABCG1",0.00160812778056409,0.547343410397653,0.23,0.168,1
"6437","GRINA",0.00161288553957257,0.255042360229478,0.756,0.636,1
"6438","NAGA",0.00161523482668239,-0.441297208324205,0.089,0.12,1
"6439","MYB",0.0016219032453539,0.19645909173299,0.153,0.142,1
"6440","UBTD1",0.00164250618189584,-0.169308699015586,0.142,0.157,1
"6441","MAML1",0.0016433285654061,0.353500460405628,0.165,0.131,1
"6442","FOXK2",0.00164418549784125,0.393353108940046,0.453,0.371,1
"6443","CYB561D2.1",0.00164576026937444,-0.217395012813514,0.075,0.087,1
"6444","AC104695.4",0.00164985258278757,0.612862586700809,0.067,0.043,1
"6445","AC008686.1",0.00165026848537872,1.12985949287192,0.019,0.008,1
"6446","RRS1",0.00165170019727844,0.34560737520952,0.353,0.281,1
"6447","AC011815.1",0.00165285330969978,1.29901730735604,0.013,0.005,1
"6448","CALCOCO1",0.00165591921880306,0.114611719172984,0.176,0.161,1
"6449","TMEM40",0.00166421942812417,-0.386155654131743,0.13,0.17,1
"6450","AL445223.1",0.00166926690664805,0.491926978612498,0.025,0.018,1
"6451","SNHG32",0.00167012767630349,0.180604129927166,0.608,0.596,1
"6452","RPS6KA4",0.0016741172064942,-0.234336589648087,0.097,0.114,1
"6453","LYSMD2",0.00167581382026335,-0.20875653022513,0.191,0.217,1
"6454","PREP",0.0016799249802819,0.341780672449772,0.233,0.189,1
"6455","MPHOSPH9",0.00168061678450578,0.270322861395596,0.262,0.215,1
"6456","NUS1",0.00168437571515457,0.207321934787789,0.284,0.253,1
"6457","ANKRD30B",0.00168619382423898,-0.44662722578189,0.063,0.076,1
"6458","OAZ3",0.00168711034086469,-0.102317024313603,0.171,0.188,1
"6459","HMGA1",0.00168750698199788,-0.121840884944661,0.492,0.488,1
"6460","AQP11",0.00168882627368931,-0.113056270765597,0.098,0.106,1
"6461","ACOT11",0.00168974695049352,0.812946718336284,0.064,0.036,1
"6462","CCDC189",0.00169040584434751,-0.580971831115767,0.048,0.071,1
"6463","EVC",0.00169135838044326,-0.126288527376633,0.021,0.022,1
"6464","THAP3",0.00169670458911848,-0.128917414030441,0.196,0.207,1
"6465","EMD",0.001699219737919,0.201437936875056,0.454,0.398,1
"6466","AC108860.2",0.00170059041267651,0.58582996969866,0.073,0.05,1
"6467","AC096642.1",0.0017013285651991,1.07642023391046,0.016,0.007,1
"6468","ORAI2",0.00170297782387621,0.208084660177423,0.195,0.17,1
"6469","RP2",0.00170314289908488,0.358678183367802,0.097,0.074,1
"6470","GALM",0.00170891736773755,0.473317359521928,0.434,0.336,1
"6471","KRT5",0.00172318263206156,-1.02786905894205,0.051,0.098,1
"6472","AC103703.1",0.00172369382033533,0.814568849906703,0.036,0.021,1
"6473","PRR14",0.0017278463246942,-0.114308178491641,0.223,0.238,1
"6474","RNF2",0.00173559171854024,0.456609557933148,0.255,0.192,1
"6475","TRNAU1AP",0.0017362541233789,-0.123225252554268,0.277,0.292,1
"6476","CCDC191",0.00173809317907937,-0.193089617656704,0.065,0.076,1
"6477","HSP90AA1",0.00174144893829091,0.128492396644876,1,1,1
"6478","AC005253.1",0.001746458299127,0.566091214419888,0.019,0.013,1
"6479","NUP54",0.00175137420799087,0.206135260153726,0.259,0.226,1
"6480","Z99127.4",0.00175296122338027,0.241715438058703,0.056,0.047,1
"6481","LINC01814",0.00175545360575658,0.817269262563895,0.036,0.021,1
"6482","NOMO1",0.00176590511118203,0.394945634138029,0.296,0.238,1
"6483","C9orf72",0.00177502854860768,0.329684157303094,0.077,0.062,1
"6484","SLC25A44",0.00177655557405197,0.439814946093207,0.259,0.198,1
"6485","IL17RD",0.00178253549165596,0.168678741762449,0.032,0.028,1
"6486","THAP8",0.00179048330740177,-0.24076285880752,0.076,0.091,1
"6487","ABCC11",0.00179074725063381,0.41756213924608,0.365,0.309,1
"6488","SIAE",0.00179467220766323,0.232514508267014,0.244,0.215,1
"6489","TRIM5",0.00179526535279876,0.108720725813771,0.21,0.205,1
"6490","FAM200B",0.00179562763799402,0.24831584919551,0.561,0.492,1
"6491","TMEM145",0.00180106638801549,-1.12312124829795,0.005,0.012,1
"6492","C2orf49",0.00180884034446727,0.300772862390434,0.466,0.388,1
"6493","YBEY",0.00181213058883423,-0.310097881262223,0.196,0.236,1
"6494","CDKAL1",0.00181296808253675,0.345268424629968,0.157,0.123,1
"6495","NECAP1",0.00181484881589555,0.338092223492874,0.21,0.17,1
"6496","BX842570.1",0.00181713996630991,0.757890715484963,0.016,0.009,1
"6497","INIP",0.00182220446383497,0.199408470885408,0.284,0.257,1
"6498","FBXO6",0.00183600847672376,-0.388035387349966,0.085,0.112,1
"6499","ITGA5",0.00183655615035609,-0.395999487504352,0.058,0.07,1
"6500","COQ10B",0.00184474226762849,0.292789622652973,0.504,0.442,1
"6501","WDR70",0.00184497610656029,0.311688954666098,0.247,0.213,1
"6502","FASTKD1",0.0018596362970231,0.443017378131551,0.095,0.072,1
"6503","NAPB",0.00186927154633737,0.590839609496761,0.076,0.053,1
"6504","VPS37B",0.00186940572372545,0.145496386268735,0.19,0.174,1
