"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"201",1.20626508927865e-47,4.05189237744984,0.434,0.031,1.55053314575878e-43,4,"CD79B"
"202",6.76395822626417e-43,3.64928763626287,0.428,0.037,8.69439190403996e-39,4,"TNFRSF13C"
"203",5.04456382473303e-42,2.33156798528513,0.548,0.092,6.48428234031184e-38,4,"HLA-DPA1"
"204",6.38830722731089e-42,3.22687060661843,0.458,0.055,8.21153010998542e-38,4,"HLA-DQB1"
"205",4.43288301850432e-39,3.98853664141296,0.355,0.023,5.69802783198545e-35,4,"LINC02397"
"206",4.47880443227667e-39,1.71198654163342,0.289,0.013,5.75705521724844e-35,4,"IGHG3"
"207",2.1167077949285e-38,2.84444393336132,0.404,0.045,2.72081619960109e-34,4,"HLA-DQA1"
"208",5.19212832947666e-38,3.42689521492643,0.398,0.039,6.6739617547093e-34,4,"HLA-DMB"
"209",1.29355208386801e-37,3.58532457753091,0.386,0.035,1.66273184860394e-33,4,"SWAP70"
"210",1.64104438884687e-36,2.74352901014428,0.5,0.104,2.10939845742376e-32,4,"REL"
"211",5.29949910202858e-36,1.8169698456383,0.705,0.306,6.81197614574753e-32,4,"CD37"
"212",1.56311828075818e-35,4.1465828176608,0.325,0.022,2.00923223808657e-31,4,"MEF2C"
"213",3.31176596450741e-33,3.57942397609122,0.307,0.024,4.25694397077782e-29,4,"BASP1"
"214",3.34370687970801e-33,3.14238108168218,0.38,0.045,4.29800082317668e-29,4,"HLA-DMA"
"215",2.43557426017981e-32,4.55290309983853,0.253,0.009,3.13068715403513e-28,4,"BCL11A"
"216",8.98603037903887e-32,3.80653880767008,0.277,0.016,1.15506434492166e-27,4,"AIM2"
"217",2.13558580135711e-31,4.06408767442014,0.277,0.016,2.74508198906443e-27,4,"IRF8"
"218",1.80415259184431e-30,3.66729342431719,0.295,0.026,2.31905774155668e-26,4,"CD83"
"219",7.33695198256141e-29,3.66194585913382,0.283,0.022,9.43091807838444e-25,4,"TCF4"
