"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"526","ECM1",3.75519919250876e-59,2.79949634327649,0.262,0.04,8.50214649175909e-55,3,"ECM1"
"527","S100A141",1.10962713734848e-55,0.577002711813488,0.583,0.388,2.5123068016707e-51,3,"S100A14"
"528","SPINT21",2.5457298937184e-55,1.29529073272584,0.463,0.198,5.76378705236782e-51,3,"SPINT2"
"529","SUMO21",1.0394786847405e-54,1.37506020180016,0.522,0.213,2.35348369012097e-50,3,"SUMO2"
"530","RPL391",1.53560852351418e-54,0.329167804423671,0.688,0.529,3.47677125808845e-50,3,"RPL39"
"531","RPL27",1.02307134624743e-53,0.579377238984567,0.489,0.326,2.3163358350388e-49,3,"RPL27"
"532","RPL24",1.71074651180108e-53,0.280842577712674,0.653,0.505,3.87330117736881e-49,3,"RPL24"
"533","TUBB1",1.491445652798e-52,0.996352957415555,0.305,0.165,3.37678210249994e-48,3,"TUBB"
"534","TFF11",2.04704297836877e-52,1.6927966818976,0.507,0.167,4.63471000732473e-48,3,"TFF1"
"535","OAZ1",2.04917410465817e-52,0.664858240826206,0.377,0.227,4.63953509035655e-48,3,"OAZ1"
"536","GUK1",7.46569253024632e-51,1.33896200395264,0.34,0.133,1.69030744577307e-46,3,"GUK1"
"537","NACA1",2.64263413678652e-50,0.999810427633758,0.79,0.538,5.98318794909835e-46,3,"NACA"
"538","MUC11",2.81586231302017e-49,1.78052459685443,0.435,0.133,6.37539386290896e-45,3,"MUC1"
"539","FXYD31",7.59174870178827e-49,1.19593411814094,0.646,0.348,1.71884782357188e-44,3,"FXYD3"
"540","B2M1",3.07410652835297e-44,1.31106071489411,0.878,0.561,6.96008459084396e-40,3,"B2M"
"541","SKP11",3.76546497273517e-44,1.35384703687428,0.468,0.196,8.5253892447697e-40,3,"SKP1"
"542","PFDN5",4.14004849301843e-44,0.781466737329634,0.353,0.199,9.37348379304302e-40,3,"PFDN5"
"543","ATP5MC21",2.27854585203618e-43,0.84586619644948,0.326,0.179,5.15885566359512e-39,3,"ATP5MC2"
"544","RPL36AL",4.46378232883702e-43,1.26204787024963,0.28,0.113,1.01064495707199e-38,3,"RPL36AL"
"545","RAN1",1.09049466003333e-42,0.994767777550842,0.315,0.166,2.46898895978145e-38,3,"RAN"
"546","GNAS1",3.9763647947157e-42,1.27174991118864,0.643,0.322,9.00288753171582e-38,3,"GNAS"
"547","DBI1",3.99523774279476e-42,0.730312537882501,0.488,0.289,9.04561777346162e-38,3,"DBI"
"548","TMA7",4.83784492214723e-42,1.40768715009233,0.264,0.097,1.09533646882335e-37,3,"TMA7"
"549","KRT71",5.49600080952824e-42,0.617103511299111,0.486,0.338,1.24434954328529e-37,3,"KRT7"
"550","ARPC1B",1.14478302047624e-41,1.57830232824943,0.29,0.098,2.59190323666026e-37,3,"ARPC1B"
"551","CXCL171",1.29516118248289e-41,2.113091864544,0.415,0.113,2.93237443325951e-37,3,"CXCL17"
"552","HINT11",3.72093940988264e-41,0.810483113199863,0.42,0.282,8.42457891791528e-37,3,"HINT1"
"553","PKM2",9.32123501040053e-40,0.977116455999042,0.489,0.261,2.11042081870478e-35,3,"PKM"
"554","OST4",3.25445583920947e-39,1.47899784393832,0.266,0.095,7.36841346555416e-35,3,"OST4"
"555","XBP11",1.34962662021879e-38,1.11291220066144,0.511,0.199,3.05568963083736e-34,3,"XBP1"
"556","H2AFZ",2.47915002545334e-37,1.03524152753795,0.36,0.216,5.61304357262891e-33,3,"H2AFZ"
"557","TXN1",8.76552646544208e-37,0.448801194922475,0.397,0.265,1.98460284704074e-32,3,"TXN"
"558","CD811",1.66676694464084e-35,0.728800590882156,0.25,0.147,3.77372703936132e-31,3,"CD81"
"559","FTH11",2.79091306696186e-35,1.18152939818807,0.984,0.915,6.31890627490834e-31,3,"FTH1"
"560","RPL30",7.06958784568727e-34,0.268220131829909,0.833,0.694,1.60062538414206e-29,3,"RPL30"
"561","ERP29",1.07810877094688e-33,1.60605839525999,0.276,0.092,2.44094606830082e-29,3,"ERP29"
"562","CD91",2.21731290894892e-33,1.20499160081629,0.37,0.185,5.02021815715124e-29,3,"CD9"
"563","PEBP11",2.342018137769e-32,1.28980532166135,0.474,0.204,5.30256326572278e-28,3,"PEBP1"
"564","MUCL1",6.28652764225335e-32,1.5063648166787,0.255,0.072,1.42333272348258e-27,3,"MUCL1"
"565","EIF1",1.68907507356522e-29,0.318584075346564,0.608,0.455,3.824234874059e-25,3,"EIF1"
"566","SERPINA11",7.28746566680771e-28,2.06173267799427,0.354,0.09,1.64995510162193e-23,3,"SERPINA1"
"567","FASN",4.03426756151431e-27,1.72694755838401,0.323,0.102,9.13398518602455e-23,3,"FASN"
"568","ID31",1.80057411463122e-26,0.608391846627776,0.349,0.231,4.07667985293656e-22,3,"ID3"
"569","FTL1",3.37015550741368e-25,1.41644483224015,0.776,0.486,7.63036908433531e-21,3,"FTL"
"570","HLA-A1",8.77987338772414e-25,1.14704869100261,0.602,0.321,1.98785113371462e-20,3,"HLA-A"
"571","TMSB4X",2.03173827122046e-22,0.42299093360571,0.477,0.371,4.60005861987024e-18,3,"TMSB4X"
"572","NQO1",1.05716929071246e-20,1.0053947188027,0.287,0.143,2.39353699110207e-16,3,"NQO1"
"573","PRSS23",7.48506966436604e-20,1.85165924213481,0.315,0.093,1.69469462270911e-15,3,"PRSS23"
"574","KRT81",2.1725109683622e-19,1.05597248722657,0.516,0.288,4.91878208346886e-15,3,"KRT8"
"575","HSPB11",6.48323709164183e-19,1.24864516564715,0.359,0.171,1.46786970991863e-14,3,"HSPB1"
"576","UBC",1.10751283020928e-17,0.756853621313224,0.475,0.3,2.50751979887683e-13,3,"UBC"
"577","PSMA7",1.4642964690132e-17,0.626081848119651,0.27,0.171,3.31531363549278e-13,3,"PSMA7"
"578","CPB11",6.67485919473637e-17,2.37634909620528,0.293,0.076,1.51125487028026e-12,3,"CPB1"
"579","AKR1C3",1.45285900581714e-16,2.04211853428536,0.332,0.092,3.28941807507058e-12,3,"AKR1C3"
"580","H2AFJ1",4.46970854564868e-16,1.44762057134477,0.358,0.15,1.01198671182032e-11,3,"H2AFJ"
"581","MT1G",4.51578579642424e-14,1.92700718755798,0.262,0.076,1.02241906216841e-09,3,"MT1G"
"582","IFITM21",5.69715634925841e-13,0.789025193325804,0.317,0.182,1.2898931690356e-08,3,"IFITM2"
"583","RPS271",2.20684962397728e-09,0.529687228232054,0.774,0.581,4.99652823364695e-05,3,"RPS27"
"584","SQSTM11",9.97226796487103e-09,1.0953648416524,0.499,0.24,0.000225782118992645,3,"SQSTM1"
"585","SLC39A61",2.00253365628198e-08,0.594034144138586,0.286,0.147,0.000453393645118804,3,"SLC39A6"
"586","HSP90AA11",2.51438756177488e-08,0.572907890062349,0.688,0.485,0.00056928248786145,3,"HSP90AA1"
"587","CRNDE1",3.52482266140901e-08,1.49147814398795,0.346,0.126,0.000798055098769614,3,"CRNDE"
"588","SCD1",5.97780355238402e-08,0.918490611616426,0.347,0.18,0.00135343450229527,3,"SCD"
"589","RPL381",9.12289089455491e-07,0.38141275168845,0.312,0.237,0.0206551372743618,3,"RPL38"
"590","CCND11",2.29365567872439e-06,0.5550546450605,0.378,0.237,0.0519306582219989,3,"CCND1"
"591","AKR1C21",1.09484796680782e-05,1.61256042326887,0.321,0.092,0.247884528164958,3,"AKR1C2"
"592","HLA-B1",1.17921839510231e-05,1.10078618356723,0.668,0.353,0.266986836835113,3,"HLA-B"
"593","ITM2B1",1.97676010355199e-05,0.478865687554771,0.353,0.258,0.447558255045205,3,"ITM2B"
"594","CALM2",0.00147667624173479,0.358504507995089,0.306,0.247,1,3,"CALM2"
"595","IFI61",0.00490186927659693,1.65895890321219,0.303,0.094,1,3,"IFI6"
"596","MYLK1",0,3.24302487709268,0.905,0.184,0,4,"MYLK"
"597","TAGLN1",0,3.27664344745475,0.827,0.147,0,4,"TAGLN"
"598","ACTA21",0,4.03832519615414,0.738,0.077,0,4,"ACTA2"
"599","JUNB",0,3.54363147686189,0.769,0.109,0,4,"JUNB"
"600","KRT171",0,2.65254838578947,0.857,0.203,0,4,"KRT17"
"601","CARMN",0,4.17716865445073,0.701,0.062,0,4,"CARMN"
"602","DST1",0,2.52241550595431,0.881,0.259,0,4,"DST"
"603","FOS",0,3.14454202791622,0.845,0.223,0,4,"FOS"
"604","EGR11",0,2.79991852337104,0.768,0.152,0,4,"EGR1"
"605","KRT141",0,1.19739515493271,0.872,0.282,0,4,"KRT14"
"606","NCOA71",0,2.7001398590368,0.664,0.14,0,4,"NCOA7"
"607","MYH11",0,4.99489150335949,0.529,0.021,0,4,"MYH11"
"608","NUPR1",0,2.83821969366846,0.65,0.144,0,4,"NUPR1"
"609","MIR205HG1",0,1.91295620165987,0.808,0.308,0,4,"MIR205HG"
"610","A2M1",0,2.11390196451564,0.674,0.186,0,4,"A2M"
"611","SYNM",0,3.14751752324555,0.56,0.074,0,4,"SYNM"
"612","IER21",0,2.27003300971329,0.642,0.174,0,4,"IER2"
"613","CEBPD1",0,2.67181634825213,0.603,0.14,0,4,"CEBPD"
"614","CLU",0,2.31020072107946,0.582,0.139,0,4,"CLU"
"615","IFITM3",0,1.77989021881021,0.718,0.278,0,4,"IFITM3"
"616","SPARCL1",0,3.61877194651215,0.375,0.035,0,4,"SPARCL1"
"617","RPL341",0,1.03617072401876,0.863,0.567,0,4,"RPL34"
"618","GPNMB",0,5.63390760636065,0.259,0.008,0,4,"GPNMB"
"619","RPL131",0,0.914747142649638,0.99,0.909,0,4,"RPL13"
"620","ACTB1",4.94065645841247e-324,1.37805609260718,0.838,0.472,1.11861402874917e-319,4,"ACTB"
"621","PNRC11",3.95252516672997e-323,2.33274096781738,0.546,0.126,8.94891222999333e-319,4,"PNRC1"
"622","CCN1",3.82806228535576e-295,2.6314283308317,0.528,0.113,8.66711582027398e-291,4,"CCN1"
"623","ACTG11",3.92087924242709e-277,1.15034085166348,0.897,0.535,8.87726269277918e-273,4,"ACTG1"
"624","MYL91",4.4653036072423e-274,2.31281634366515,0.547,0.111,1.01098938971573e-269,4,"MYL9"
"625","HES11",2.0098410970709e-271,2.02882264669889,0.562,0.224,4.55048122787822e-267,4,"HES1"
"626","APOE1",1.87148544694381e-266,2.43449758616732,0.583,0.14,4.23723020042548e-262,4,"APOE"
"627","ZFP36",1.33991718658755e-259,3.45783421489674,0.306,0.03,3.03370650215287e-255,4,"ZFP36"
"628","TPM42",1.38959563258421e-252,1.91168185560948,0.655,0.217,3.14618347173391e-248,4,"TPM4"
"629","FBXO321",2.87078594912914e-250,2.24739453008152,0.516,0.118,6.49974646742329e-246,4,"FBXO32"
"630","JUN1",8.55588337544057e-248,1.85433816804035,0.644,0.251,1.9371375550335e-243,4,"JUN"
"631","PFDN51",7.10237812821151e-237,1.4283018481558,0.478,0.189,1.60804943200837e-232,4,"PFDN5"
"632","CALD11",1.33958687265453e-235,1.80973070812945,0.689,0.206,3.03295863837713e-231,4,"CALD1"
"633","RPL11",1.70257323550128e-231,0.773470554754762,0.911,0.748,3.85479606249845e-227,4,"RPL11"
"634","YBX3",5.98572321357976e-227,2.25199444363652,0.443,0.101,1.35522759278659e-222,4,"YBX3"
"635","RPL301",9.83656120576989e-215,0.688238331324702,0.864,0.695,2.22709582259836e-210,4,"RPL30"
"636","NNMT1",3.06292095766374e-210,2.18929916466665,0.524,0.135,6.93475934024647e-206,4,"NNMT"
"637","SRSF5",1.36555373925369e-206,2.05879200015262,0.384,0.097,3.09175022104427e-202,4,"SRSF5"
"638","RPS272",2.2367263425144e-204,0.524967093553772,0.78,0.586,5.06417211208686e-200,4,"RPS27"
"639","SELENOM1",3.44124068398541e-202,1.47760397998672,0.436,0.162,7.79131303261136e-198,4,"SELENOM"
"640","JUND",1.3725897278377e-192,1.36534038591046,0.53,0.234,3.10768040279734e-188,4,"JUND"
"641","TPM21",8.21473323482219e-186,1.48104812316419,0.699,0.238,1.85989775169609e-181,4,"TPM2"
"642","RPL241",3.10407972242502e-183,0.846986962895543,0.742,0.499,7.0279468995425e-179,4,"RPL24"
"643","RPS281",1.03497449827083e-182,0.617983049155159,0.83,0.667,2.34328576153498e-178,4,"RPS28"
"644","RPLP1",9.23248885380153e-182,0.526846658963268,0.992,0.967,2.09032780138921e-177,4,"RPLP1"
"645","ID41",1.39713354068494e-181,1.86030884567791,0.643,0.228,3.16325004946477e-177,4,"ID4"
"646","EGR2",7.93158130751871e-181,3.01028234959913,0.281,0.037,1.79578932383531e-176,4,"EGR2"
"647","RPL101",5.17704913702572e-171,0.753223612435667,0.953,0.853,1.17213569511399e-166,4,"RPL10"
"648","LIMA11",4.682242383907e-168,2.06012327290339,0.464,0.121,1.06010649814038e-163,4,"LIMA1"
"649","RPL81",4.35195266134899e-163,0.768174335508894,0.912,0.722,9.85325602056025e-159,4,"RPL8"
"650","KLF61",9.33451723898577e-162,1.762587408812,0.559,0.197,2.11342804807877e-157,4,"KLF6"
"651","FOSB1",1.44393820025964e-157,2.11010446456728,0.436,0.12,3.26922047920785e-153,4,"FOSB"
"652","TPM11",6.96122979111109e-153,1.40919187734042,0.659,0.27,1.57609203700546e-148,4,"TPM1"
"653","RPL412",4.80769039586137e-150,0.376190348795371,0.963,0.931,1.08850918252697e-145,4,"RPL41"
"654","H3F3B",7.4755439051968e-148,0.767865440305725,0.626,0.406,1.69253789557561e-143,4,"H3F3B"
"655","LAMP2",1.13243205036038e-147,2.31637828621993,0.255,0.055,2.56393940522094e-143,4,"LAMP2"
"656","EIF11",6.96620337861606e-147,0.774600604668327,0.689,0.45,1.57721810695246e-142,4,"EIF1"
"657","DDX5",9.78497964826839e-146,1.41513156441367,0.445,0.181,2.21541724216445e-141,4,"DDX5"
"658","RPL361",6.32850646102178e-138,0.690068619582462,0.699,0.507,1.43283714783994e-133,4,"RPL36"
"659","CCNL1",9.38004759164259e-136,2.4894070034105,0.268,0.048,2.1237365752238e-131,4,"CCNL1"
"660","BTG2",2.33470129459545e-135,2.11603089538678,0.313,0.074,5.28599720109357e-131,4,"BTG2"
"661","GEM",7.07659168859906e-134,2.5031676873435,0.293,0.057,1.60221112421571e-129,4,"GEM"
"662","PIK3R11",9.12398531236179e-131,1.70076039000438,0.467,0.151,2.06576151457183e-126,4,"PIK3R1"
"663","EEF1D",1.28840350073132e-130,1.34594133482585,0.458,0.191,2.91707436600578e-126,4,"EEF1D"
"664","DUSP1",4.1571751368659e-130,2.26613279448776,0.3,0.073,9.41226022737808e-126,4,"DUSP1"
"665","ECRG4",3.69232727498792e-128,2.52300132320995,0.27,0.048,8.35979818330015e-124,4,"ECRG4"
"666","RPL35A2",2.4095027069725e-124,0.696441151454249,0.722,0.518,5.45535507885643e-120,4,"RPL35A"
"667","TOMM7",3.00583020618511e-122,1.56213943008814,0.335,0.117,6.80550016982372e-118,4,"TOMM7"
"668","RPS31",4.34594421279852e-118,0.711559321801888,0.936,0.759,9.83965229219712e-114,4,"RPS3"
"669","ACTG2",2.29538211020343e-117,2.41226566423629,0.262,0.048,5.1969746357116e-113,4,"ACTG2"
"670","RPS241",1.35598135421534e-112,0.561093328191753,0.934,0.814,3.07007738407896e-108,4,"RPS24"
"671","RPS191",5.81678535361058e-112,0.680460235236066,0.954,0.802,1.31697837191097e-107,4,"RPS19"
"672","RPL392",4.23388708613168e-110,0.638222409038815,0.733,0.528,9.58594375171074e-106,4,"RPL39"
"673","IFI16",9.36972753485687e-107,2.18015943368347,0.295,0.066,2.12140001116694e-102,4,"IFI16"
"674","RPL10A1",2.38424374587635e-95,0.701359251020642,0.786,0.594,5.39816626503864e-91,4,"RPL10A"
"675","RPL322",7.23016782103024e-90,0.496624410672249,0.905,0.788,1.63698229635946e-85,4,"RPL32"
"676","RPS91",6.70095841674468e-87,0.710133153677877,0.831,0.651,1.51716399513516e-82,4,"RPS9"
"677","PDLIM3",1.76222389126672e-86,2.04721661754308,0.296,0.081,3.98985111221698e-82,4,"PDLIM3"
"678","MYL12A",2.29857304450185e-86,1.348192782231,0.286,0.118,5.20419923005665e-82,4,"MYL12A"
"679","BHLHE41",9.31332345233262e-85,2.06431840462602,0.269,0.066,2.10862956284263e-80,4,"BHLHE41"
"680","ARL4A",1.64008194051922e-83,2.00430959828405,0.278,0.072,3.71330952152958e-79,4,"ARL4A"
"681","RPS181",4.35606419944242e-79,0.528885802725496,0.974,0.897,9.86256495395759e-75,4,"RPS18"
"682","CSRP11",6.69152335046247e-79,1.5131875950534,0.331,0.12,1.51502780177821e-74,4,"CSRP1"
"683","THBS1",2.47204870628688e-78,2.01766381943176,0.257,0.068,5.59696547590414e-74,4,"THBS1"
"684","RACK11",1.55086780652612e-75,0.779963533212502,0.681,0.455,3.51131980075579e-71,4,"RACK1"
"685","FAU1",3.99508516926894e-74,0.585140782367603,0.554,0.393,9.0452723317418e-70,4,"FAU"
"686","TACSTD22",1.94660255289477e-73,1.15230225211181,0.461,0.258,4.40730284000904e-69,4,"TACSTD2"
"687","RPS81",3.24516024935051e-72,0.555532678690296,0.961,0.89,7.34736732055449e-68,4,"RPS8"
"688","ITM2B2",2.54205927764573e-70,0.615237656781274,0.4,0.255,5.7554764105177e-66,4,"ITM2B"
"689","GAS51",3.5597476618731e-70,0.859939771571477,0.527,0.289,8.05962468124688e-66,4,"GAS5"
"690","MYC1",5.55987377527415e-70,1.8779396644409,0.272,0.076,1.25881102145982e-65,4,"MYC"
"691","VIM1",6.72587861947422e-69,0.407942352444893,0.53,0.271,1.52280617823516e-64,4,"VIM"
"692","RPS151",3.76491764646514e-68,0.721348479388176,0.786,0.587,8.52415004336173e-64,4,"RPS15"
"693","EGR31",1.0664380121247e-67,1.59219666394432,0.333,0.108,2.41452230325153e-63,4,"EGR3"
"694","RPL141",3.82068817248394e-65,0.624206680208941,0.773,0.583,8.65042009132088e-61,4,"RPL14"
"695","RPL192",6.03471743428199e-65,0.46796238080556,0.872,0.743,1.36632037429579e-60,4,"RPL19"
"696","RPS141",1.89739450419667e-63,0.499064846834933,0.954,0.872,4.29589089695169e-59,4,"RPS14"
"697","ZFP36L21",2.75731258542006e-62,1.48220740783736,0.36,0.146,6.24283142464955e-58,4,"ZFP36L2"
"698","DSC31",2.90426058242254e-56,1.46025246317205,0.372,0.133,6.57553638466287e-52,4,"DSC3"
"699","RPL27A1",2.08693902936776e-55,0.676790218206719,0.792,0.57,4.72503865639155e-51,4,"RPL27A"
"700","IGFBP41",1.4548669363264e-52,1.65522703785483,0.274,0.089,3.2939642305366e-48,4,"IGFBP4"
"701","HSPA5",2.57465948631347e-52,1.19036037762393,0.329,0.193,5.82928654296233e-48,4,"HSPA5"
"702","RPS132",3.01312442780129e-51,0.459263566180305,0.767,0.606,6.82201501698491e-47,4,"RPS13"
"703","RPS3A1",3.26159688971646e-51,0.501312304062505,0.926,0.821,7.38458151800704e-47,4,"RPS3A"
"704","TXNIP1",9.89787458987768e-49,0.618421847546971,0.297,0.188,2.24097778589421e-44,4,"TXNIP"
"705","RPL52",1.86047673829056e-47,0.588530883461819,0.802,0.624,4.21230538316365e-43,4,"RPL5"
"706","ATF31",9.10616303279525e-45,1.33705862821648,0.352,0.153,2.06172637225517e-40,4,"ATF3"
"707","RPL291",2.48241861808467e-40,0.524523928876427,0.764,0.591,5.6204439932055e-36,4,"RPL29"
"708","RPL18A1",3.03370437772038e-39,0.615049717462709,0.842,0.641,6.86861008159671e-35,4,"RPL18A"
"709","MTRNR2L12",7.45816528679335e-39,0.819248520103164,0.281,0.136,1.68860320258288e-34,4,"MTRNR2L12"
"710","RPL382",8.3147377471804e-38,0.4601437592121,0.325,0.238,1.88253977333911e-33,4,"RPL38"
"711","RPS252",1.04955920086304e-37,0.755923143643878,0.644,0.415,2.376306986674e-33,4,"RPS25"
"712","RPS27A1",2.21526093863736e-36,0.320984120881775,0.914,0.836,5.01557229116884e-32,4,"RPS27A"
"713","EEF1G1",5.47123612130988e-33,0.684694532444448,0.475,0.312,1.23874257022577e-28,4,"EEF1G"
"714","RPL261",1.82118720626581e-32,0.60813806759708,0.887,0.67,4.12334995370642e-28,4,"RPL26"
"715","XIST1",6.45202047047617e-30,0.71326199020706,0.259,0.161,1.46080195472051e-25,4,"XIST"
"716","RPL91",8.03476151751691e-29,0.353081981948152,0.804,0.698,1.819150355181e-24,4,"RPL9"
"717","RPL7A2",1.32959714816892e-24,0.640349068118126,0.895,0.685,3.01034090316925e-20,4,"RPL7A"
"718","RPL282",9.53836632380864e-24,0.294453872460787,0.855,0.8,2.15958151937351e-19,4,"RPL28"
"719","KRT51",1.1556840026607e-19,1.03906098410212,0.373,0.176,2.6165841504241e-15,4,"KRT5"
"720","CHI3L11",5.4238288240073e-19,0.689535064192795,0.493,0.262,1.22800908404349e-14,4,"CHI3L1"
"721","RPS211",5.89469470475794e-18,0.443440943719707,0.434,0.328,1.33461782810424e-13,4,"RPS21"
"722","RPL172",1.75189208374464e-17,0.332488289683501,0.903,0.826,3.96645886680624e-13,4,"RPL17"
"723","RPS161",6.68933779575384e-17,0.487326850934548,0.768,0.577,1.51453297033663e-12,4,"RPS16"
"724","RPS111",3.59413774508398e-13,0.387815348886029,0.616,0.485,8.13748726864464e-09,4,"RPS11"
"725","RPS51",1.39835767393763e-12,0.366661523578756,0.643,0.538,3.16602160956219e-08,4,"RPS5"
"726","ANXA12",3.80953341729077e-12,0.938307233059483,0.492,0.287,8.62516461008804e-08,4,"ANXA1"
"727","RPS61",4.3758983354945e-12,0.322285603402845,0.859,0.691,9.90747142139309e-08,4,"RPS6"
"728","RPL13A1",5.03277593617026e-12,0.424334107603067,0.89,0.709,1.13947079970831e-07,4,"RPL13A"
"729","RPL33",4.01081148569512e-11,0.494676217046372,0.841,0.691,9.08087828476233e-07,4,"RPL3"
"730","RPL23A1",6.97291300787854e-10,0.32312030537251,0.602,0.492,1.57873723411378e-05,4,"RPL23A"
"731","RPL221",1.33147339594714e-09,0.27585913001327,0.429,0.354,3.01458891576392e-05,4,"RPL22"
"732","RPL311",8.39009714435546e-09,0.422903316640731,0.343,0.248,0.000189960189445352,4,"RPL31"
"733","RPL181",3.92229717352205e-08,0.356724219713337,0.832,0.73,0.000888047303057127,4,"RPL18"
"734","RPL211",4.77205438432343e-08,0.326570755939576,0.749,0.641,0.00108044083315467,4,"RPL21"
"735","PERP1",2.22372711228532e-06,0.66714441527765,0.261,0.161,0.0503474055492519,4,"PERP"
"736","IER31",8.27018826420156e-06,0.412648249566612,0.314,0.282,0.187245332489788,4,"IER3"
"737","HMGB11",0,2.42775653848379,0.892,0.238,0,5,"HMGB1"
"738","H2AFZ1",0,2.56635893205496,0.827,0.197,0,5,"H2AFZ"
"739","TUBA1B2",0,2.32217368959859,0.797,0.195,0,5,"TUBA1B"
"740","STMN11",0,2.72464743913357,0.715,0.126,0,5,"STMN1"
"741","CENPF",0,3.58789374665815,0.608,0.067,0,5,"CENPF"
"742","NUCKS11",0,2.29206593708247,0.754,0.243,0,5,"NUCKS1"
"743","HMGN2",0,2.65658976470228,0.58,0.106,0,5,"HMGN2"
"744","MKI67",0,3.38001415502059,0.518,0.054,0,5,"MKI67"
"745","HMGB2",0,2.95114884920797,0.529,0.07,0,5,"HMGB2"
"746","TOP2A",0,3.31190582580168,0.473,0.052,0,5,"TOP2A"
"747","PTMA1",0,1.37042804771855,0.913,0.502,0,5,"PTMA"
"748","PCLAF",1.03753785626662e-322,3.17815348293317,0.487,0.057,2.34908946037325e-318,5,"PCLAF"
"749","TMPO",7.8658511651189e-318,3.59777277329574,0.427,0.041,1.78090736229457e-313,5,"TMPO"
"750","NUSAP1",6.91305199850737e-297,3.55040924781269,0.375,0.033,1.56518410298205e-292,5,"NUSAP1"
"751","SMC4",1.34000882525886e-290,3.3288104039865,0.377,0.038,3.03391398126859e-286,5,"SMC4"
"752","UBE2S",1.1803307605637e-286,2.84373669967324,0.469,0.069,2.67238687499228e-282,5,"UBE2S"
"753","DEK",1.6347696380332e-285,2.49011827751066,0.504,0.098,3.70128193747097e-281,5,"DEK"
"754","TPX2",3.26373743782059e-280,3.40713441743428,0.357,0.033,7.38942793296959e-276,5,"TPX2"
"755","RAD21",8.56337293698253e-277,3.21614721027532,0.373,0.042,1.93883326666222e-272,5,"RAD21"
"756","PTTG1",3.99357848453872e-272,2.91032976216551,0.439,0.063,9.04186104684411e-268,5,"PTTG1"
"757","TUBB2",9.15162999456299e-270,2.15014239685115,0.621,0.155,2.07202054706901e-265,5,"TUBB"
"758","PRC1",8.37582041521689e-268,3.38266787732868,0.348,0.033,1.89636950020926e-263,5,"PRC1"
"759","HSP90AA12",7.25873985404292e-267,1.43886033220966,0.903,0.486,1.64345129035386e-262,5,"HSP90AA1"
"760","HNRNPA2B11",5.52005553707513e-254,1.7753466025683,0.64,0.206,1.24979577414918e-249,5,"HNRNPA2B1"
"761","HIST1H4C",1.7291880925509e-252,2.82397536626021,0.407,0.072,3.91505476034449e-248,5,"HIST1H4C"
"762","HNRNPA3",5.58363085858683e-226,2.14153174458302,0.496,0.116,1.26418986269264e-221,5,"HNRNPA3"
"763","ANP32E",1.36184826470898e-224,3.62540704274706,0.311,0.027,3.08336065612761e-220,5,"ANP32E"
"764","ASPM",1.90458587680842e-210,3.34364805773444,0.277,0.027,4.31217288368195e-206,5,"ASPM"
"765","ATAD2",1.49334403616254e-207,3.38616148501709,0.287,0.028,3.3810802322756e-203,5,"ATAD2"
"766","RRM2",1.33928347256802e-204,3.54615857668651,0.276,0.024,3.03227171024127e-200,5,"RRM2"
"767","HMMR",3.860872814272e-203,3.31502458350993,0.287,0.029,8.74140213879323e-199,5,"HMMR"
"768","UBE2T",3.81890294225483e-202,3.0745851762342,0.343,0.039,8.64637815155916e-198,5,"UBE2T"
"769","LCN21",5.82966265326585e-191,1.92434762667117,0.387,0.139,1.31989392132592e-186,5,"LCN2"
"770","CDKN3",6.30749084799909e-186,3.30401143567561,0.289,0.03,1.42807900289547e-181,5,"CDKN3"
"771","CCNB1",1.01005201708292e-182,2.94635956407726,0.27,0.032,2.28685877187745e-178,5,"CCNB1"
"772","HIST1H1D",1.33918949849506e-182,2.4792223485135,0.334,0.066,3.03205894354268e-178,5,"HIST1H1D"
"773","BIRC5",9.44905469355475e-175,3.32293534908415,0.269,0.027,2.13936047316773e-170,5,"BIRC5"
"774","CKS1B",5.17120265813647e-174,2.63396932781785,0.37,0.064,1.17081199382868e-169,5,"CKS1B"
"775","HINT12",1.2228037225719e-171,1.49414560945962,0.668,0.276,2.76854990827504e-167,5,"HINT1"
"776","CBX5",2.14309924485543e-164,2.79891139797367,0.288,0.042,4.85219100027718e-160,5,"CBX5"
"777","TYMS",2.93673681166398e-162,3.0361636996104,0.267,0.033,6.64906581528843e-158,5,"TYMS"
"778","ARL6IP1",5.57497998566557e-161,2.44651419350938,0.382,0.086,1.26223121855454e-156,5,"ARL6IP1"
"779","H2AFV",1.07567999505511e-155,2.74868106861645,0.298,0.044,2.43544707680427e-151,5,"H2AFV"
"780","DNMT1",5.89202827495741e-154,2.7755670377669,0.269,0.039,1.33401412173311e-149,5,"DNMT1"
"781","SLC25A5",4.91953964290935e-152,1.93211120345247,0.415,0.107,1.11383297055111e-147,5,"SLC25A5"
"782","CKS2",3.44365454604615e-143,2.95946848263732,0.253,0.034,7.79677825770308e-139,5,"CKS2"
"783","DUT",5.23007683214655e-140,2.17213199460246,0.352,0.082,1.1841416955663e-135,5,"DUT"
"784","PCNA",9.46132571018234e-127,2.62007811089869,0.266,0.044,2.14213875404238e-122,5,"PCNA"
"785","TUBB4B",3.87586964245555e-122,1.83406869250718,0.337,0.094,8.7753564574836e-118,5,"TUBB4B"
"786","NAP1L12",4.03250761058883e-115,1.25641149910866,0.564,0.249,9.13000048113418e-111,5,"NAP1L1"
