"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"286","IER2",2.00900506926218e-58,0.9674247673754,0.376,0.19,4.54858837731651e-54,1,"IER2"
"287","RPS251",4.47703616967438e-43,0.724753931092321,0.634,0.397,1.01364575917598e-38,1,"RPS25"
"288","RPL35A",2.67305044356187e-39,0.333156613638307,0.638,0.518,6.05205350926844e-35,1,"RPL35A"
"289","KLF6",6.73332684393738e-34,1.0263119040869,0.403,0.199,1.52449253073586e-29,1,"KLF6"
"290","RPL13",7.88810019333251e-33,0.429540110267934,0.964,0.907,1.78594476477241e-28,1,"RPL13"
"291","RPL51",6.18225355077041e-27,0.452523987423339,0.741,0.621,1.39972402642993e-22,1,"RPL5"
"292","RPLP01",6.41834704941965e-25,0.415780078548803,0.779,0.66,1.4531779554591e-20,1,"RPLP0"
"293","EEF1G",5.25595212602824e-24,0.522203203536886,0.441,0.305,1.19000012085405e-19,1,"EEF1G"
"294","RPL171",4.89613462163358e-22,0.298515858812268,0.896,0.821,1.10853383968406e-17,1,"RPL17"
"295","JUN",1.48865259310605e-21,0.759730643053969,0.447,0.259,3.37045833605142e-17,1,"JUN"
"296","PNRC1",2.66992802317152e-20,0.867743886985742,0.27,0.149,6.04498403726265e-16,1,"PNRC1"
"297","ANXA11",5.26283102982033e-13,0.369945926096251,0.403,0.288,1.19155757346162e-08,1,"ANXA1"
"298","RPL41",2.40779033684344e-08,0.40779369305675,0.336,0.25,0.000545147810164723,1,"RPL4"
"299","RPL7A1",3.18550344864665e-08,0.500058865593881,0.818,0.683,0.000721229835808088,1,"RPL7A"
"300","RPSA1",6.91960086283068e-06,0.317950135713291,0.537,0.473,0.15666668313535,1,"RPSA"
"301","RPL32",9.4993719649065e-05,0.425176951902958,0.815,0.683,1,1,"RPL3"
"302","TPM41",0.000496500753141363,0.562663562125258,0.372,0.24,1,1,"TPM4"
"303","RPL231",0,0.521823182146156,0.795,0.519,0,2,"RPL23"
"304","MALAT1",0,1.10464252166931,0.993,0.932,0,2,"MALAT1"
"305","NEAT1",1.15414475966984e-317,1.72395419431625,0.948,0.569,2.61309915036848e-313,2,"NEAT1"
"306","MT-ND51",1.45301754910674e-296,1.26237007948923,0.785,0.415,3.28977703293257e-292,2,"MT-ND5"
"307","MT-ND31",6.9496717004907e-292,1.46023961126491,0.925,0.55,1.5734751697081e-287,2,"MT-ND3"
"308","MT-ATP61",2.85863996954591e-260,0.385698821675686,0.98,0.863,6.47224675504889e-256,2,"MT-ATP6"
"309","MT-ND21",5.8031835576167e-235,1.20880691659357,0.851,0.447,1.31389878928e-230,2,"MT-ND2"
"310","ITPRID2",2.56309235192267e-215,3.12317558833519,0.547,0.072,5.80309739398812e-211,2,"ITPRID2"
"311","MT-ND41",1.57889363057832e-200,0.457135716868373,0.968,0.798,3.57477306899238e-196,2,"MT-ND4"
"312","MT-ND11",1.24805386715074e-187,0.896179745058511,0.818,0.47,2.82571876061599e-183,2,"MT-ND1"
"313","MYL6",9.63352460736094e-157,0.302407690488413,0.57,0.441,2.18112630635259e-152,2,"MYL6"
"314","NDUFC2",2.94726581348562e-156,0.576471612404004,0.338,0.203,6.67290452831279e-152,2,"NDUFC2"
"315","RPS201",1.28969677508363e-148,0.264465538849691,0.561,0.429,2.92000246846685e-144,2,"RPS20"
"316","COX6A1",4.85376557061981e-143,0.341076214372511,0.316,0.232,1.09894106284403e-138,2,"COX6A1"
"317","LINC00632",2.04629687155788e-127,3.43954219783742,0.44,0.046,4.63302074689419e-123,2,"LINC00632"
"318","TRPS1",1.81316369748432e-124,1.95967339828168,0.324,0.087,4.10518392747425e-120,2,"TRPS1"
"319","SUMO2",1.80687794836862e-118,0.280552048716505,0.305,0.244,4.0909523629014e-114,2,"SUMO2"
"320","SERF2",2.82087029281943e-118,0.975435549328851,0.83,0.445,6.38673242997247e-114,2,"SERF2"
"321","NDUFA4",2.08038615053029e-114,0.540470573685755,0.372,0.238,4.71020228341562e-110,2,"NDUFA4"
"322","ELOB",6.21483873272713e-112,0.429308619684472,0.259,0.186,1.40710163747675e-107,2,"ELOB"
"323","NUCKS1",1.39309006611676e-109,0.254284306841495,0.356,0.257,3.15409521869496e-105,2,"NUCKS1"
"324","NACA",2.05934494592123e-107,0.492841866492379,0.733,0.539,4.66256289206025e-103,2,"NACA"
"325","GALNT6",3.66295263738924e-106,2.35811673214599,0.277,0.054,8.29329106631298e-102,2,"GALNT6"
"326","MT-ND6",4.02369483132127e-104,1.90235484374674,0.267,0.076,9.11004746759449e-100,2,"MT-ND6"
"327","MT-ND4L1",4.85166589630384e-100,1.13827089091981,0.318,0.141,1.09846567558215e-95,2,"MT-ND4L"
"328","ASPH",2.6478979777702e-99,1.70752620075294,0.464,0.178,5.99510581146951e-95,2,"ASPH"
"329","H3F3A",6.42157530618455e-99,1.04443294492965,0.832,0.47,1.45390886507324e-94,2,"H3F3A"
"330","CCND1",3.03663121002327e-94,1.49086747687832,0.512,0.204,6.87523672261368e-90,2,"CCND1"
"331","SOD1",2.20903472299107e-84,0.489599057442628,0.332,0.229,5.00147551632408e-80,2,"SOD1"
"332","RPS26",1.97460568595279e-83,0.333181029423675,0.273,0.204,4.47070473356572e-79,2,"RPS26"
"333","CD631",8.15003610776491e-82,0.517587950360145,0.716,0.516,1.84524967515905e-77,2,"CD63"
"334","NDUFA13",1.3073479912213e-78,0.46235921636901,0.276,0.192,2.95996658692415e-74,2,"NDUFA13"
"335","PPDPF",2.21051929572005e-73,0.469980950673154,0.44,0.293,5.00483673743977e-69,2,"PPDPF"
"336","RNF213",2.46625108249777e-72,2.6763534950369,0.282,0.046,5.58383907588321e-68,2,"RNF213"
"337","BMPR1B",5.26134155717282e-72,3.05929932295682,0.386,0.049,1.1912203419595e-67,2,"BMPR1B"
"338","NFIA",2.65651972078856e-59,1.8317533385868,0.251,0.074,6.01462629983739e-55,2,"NFIA"
"339","CRIP1",5.19851285999906e-53,1.31924590106521,0.477,0.165,1.17699529663239e-48,2,"CRIP1"
"340","PTP4A2",9.69954210044109e-52,2.09140475989872,0.348,0.085,2.19607332696087e-47,2,"PTP4A2"
"341","HLA-C",7.16320276686669e-51,0.397665010269683,0.31,0.218,1.62182073844629e-46,2,"HLA-C"
"342","POLR2L",7.6509601759528e-51,0.725255369477831,0.261,0.153,1.73225389343747e-46,2,"POLR2L"
"343","BST2",9.80296909589721e-51,0.974509726931913,0.467,0.228,2.21949023300209e-46,2,"BST2"
"344","MGST1",3.26446398853414e-48,0.784044044865627,0.642,0.372,7.39107291644015e-44,2,"MGST1"
"345","XIST",2.33178483755929e-47,0.645453427424614,0.256,0.154,5.27939405071799e-43,2,"XIST"
"346","ATP5F1E",4.65821643612422e-47,0.879434595700432,0.619,0.329,1.05466678330289e-42,2,"ATP5F1E"
"347","METRN",3.36913824464526e-46,0.701980337967243,0.277,0.162,7.62806589970133e-42,2,"METRN"
"348","RHOBTB3",3.61773111621058e-46,2.72947367956581,0.287,0.047,8.19090502021238e-42,2,"RHOBTB3"
"349","COX7C1",4.16067141699611e-45,0.41611947023267,0.412,0.303,9.42017615522089e-41,2,"COX7C"
"350","SLC39A6",4.45200991095385e-43,1.76161479824782,0.392,0.119,1.00797956393906e-38,2,"SLC39A6"
"351","B2M",8.6847596533973e-43,1.07297113246922,0.906,0.542,1.96631643312568e-38,2,"B2M"
"352","HLA-A",3.31814727096961e-41,0.657527863375282,0.52,0.326,7.51261723620229e-37,2,"HLA-A"
"353","PI15",1.84699074484132e-39,2.33552307473899,0.274,0.056,4.18177174539524e-35,2,"PI15"
"354","PRDX1",2.18013468869182e-39,1.28743693808704,0.668,0.31,4.93604294866715e-35,2,"PRDX1"
"355","CSTB",4.0119172602554e-39,0.811903717807893,0.402,0.206,9.08338186894425e-35,2,"CSTB"
"356","GATA3",3.49927657073134e-38,1.83486561845213,0.303,0.085,7.92271208379283e-34,2,"GATA3"
"357","SERPINA1",1.45480829774811e-37,1.09847237584033,0.251,0.099,3.2938314669315e-33,2,"SERPINA1"
"358","HSP90AA1",7.43667365082657e-37,0.420877053159356,0.661,0.481,1.68373728128364e-32,2,"HSP90AA1"
"359","HSP90AB11",4.16141820646102e-36,0.458135931515177,0.643,0.462,9.42186696124839e-32,2,"HSP90AB1"
"360","SPINT2",3.19768725435677e-35,0.395381765785822,0.295,0.221,7.23988371258915e-31,2,"SPINT2"
"361","COX6C",6.90526718622924e-35,1.64284139917049,0.792,0.248,1.56342154363416e-30,2,"COX6C"
"362","SQSTM1",4.04170109374996e-34,2.01710122058486,0.588,0.211,9.15081544635928e-30,2,"SQSTM1"
"363","PLK21",4.53036454403519e-33,0.450165482007576,0.324,0.209,1.02571983641501e-28,2,"PLK2"
"364","COX7A2",6.41818181174369e-33,0.687787602030027,0.273,0.169,1.45314054399689e-28,2,"COX7A2"
"365","NAP1L11",1.89767481984335e-31,0.469425654151002,0.345,0.252,4.29652555960732e-27,2,"NAP1L1"
"366","TCEAL4",1.20875143718833e-30,1.73891525062093,0.272,0.09,2.7367341289381e-26,2,"TCEAL4"
"367","TXNIP",1.70196933711397e-30,0.656316185989844,0.307,0.177,3.85342877615973e-26,2,"TXNIP"
"368","TPM3",1.39107972086832e-29,1.42519754557511,0.313,0.12,3.14954359601796e-25,2,"TPM3"
"369","IFI27",1.43725811911449e-29,1.57698753612785,0.565,0.162,3.25409610748711e-25,2,"IFI27"
"370","TOMM20",7.45550944937733e-27,1.39462651307643,0.363,0.14,1.68800189443352e-22,2,"TOMM20"
"371","TFF3",1.02290258229246e-24,0.626392180926405,0.396,0.19,2.31595373656835e-20,2,"TFF3"
"372","SRP14",2.17837842522755e-24,0.699679060723101,0.466,0.281,4.9320665925577e-20,2,"SRP14"
"373","KRT18",3.28887514975982e-24,0.373211144687508,0.477,0.338,7.44634222657121e-20,2,"KRT18"
"374","CXCL17",4.62779397044649e-24,1.26029119772701,0.316,0.12,1.04777883284879e-19,2,"CXCL17"
"375","IFITM2",5.59600593059894e-24,1.82096162292614,0.446,0.15,1.26699170274691e-19,2,"IFITM2"
"376","KRT19",7.22438453281568e-22,0.625736626682048,0.708,0.394,1.6356729020748e-17,2,"KRT19"
"377","SCD",5.27411505246524e-18,1.75905093195165,0.452,0.151,1.19411238902865e-13,2,"SCD"
"378","RPS27",1.22408903954238e-17,0.40522121384613,0.723,0.583,2.7714599944279e-13,2,"RPS27"
"379","RPS27L",2.4065484732404e-17,0.895290530509048,0.396,0.218,5.4486663982636e-13,2,"RPS27L"
"380","XBP1",1.41293453056903e-16,1.09486619975161,0.502,0.187,3.19902507066134e-12,2,"XBP1"
"381","DSTN",2.27570003801459e-16,0.836587916230725,0.417,0.254,5.15241245606883e-12,2,"DSTN"
"382","PKM1",3.2443855187902e-16,0.39091758227428,0.36,0.277,7.34561325309288e-12,2,"PKM"
"383","SKP1",2.26187921738856e-13,0.820133062727481,0.366,0.205,5.12112073608944e-09,2,"SKP1"
"384","GNAS",4.29244159481829e-12,0.87425979903751,0.547,0.327,9.7185170148281e-08,2,"GNAS"
"385","TFF1",6.32213417272047e-12,0.967514213859846,0.401,0.174,1.43139439804564e-07,2,"TFF1"
"386","MUC1",1.71955836454134e-10,1.25177113577518,0.355,0.136,3.89325209315804e-06,2,"MUC1"
"387","SELENOW",9.76414119859778e-10,0.768391906213402,0.33,0.194,2.21069920877452e-05,2,"SELENOW"
"388","FXYD3",1.75820149713494e-09,0.780144573956409,0.538,0.357,3.98074400966322e-05,2,"FXYD3"
"389","AKR1C2",4.608507063525e-09,2.51064164058784,0.353,0.075,0.00010434120842527,2,"AKR1C2"
"390","FTH1",1.19452808781596e-08,1.02052149425647,0.987,0.911,0.000270453104362411,2,"FTH1"
"391","HSPB1",1.52123744321709e-08,0.695816792471243,0.292,0.176,0.00034442336951878,2,"HSPB1"
"392","KRT8",8.08211441026646e-08,0.992981224559372,0.504,0.281,0.00182987152362843,2,"KRT8"
"393","CD9",7.68471260190947e-07,0.669118531963352,0.264,0.199,0.0173989578019832,2,"CD9"
"394","HLA-B",3.36852633491003e-06,1.22107400133373,0.696,0.333,0.0762668047486979,2,"HLA-B"
"395","NUCB2",3.75966729155277e-05,1.30935162939066,0.258,0.103,0.851226271480462,2,"NUCB2"
"396","CRNDE",4.78917687454596e-05,1.77641058065785,0.351,0.115,1,2,"CRNDE"
"397","FTL",0.000152932245270764,1.17337636328454,0.781,0.472,1,2,"FTL"
"398","PEBP1",0.000522053274036189,0.972531961245007,0.401,0.207,1,2,"PEBP1"
"399","IFI6",0.00239687467095829,1.79982017722939,0.301,0.086,1,2,"IFI6"
"400","GSTM3",0.00241608796165791,1.55546765538687,0.451,0.164,1,2,"GSTM3"
"401","H2AFJ",0.00365135484074944,1.50184447546542,0.332,0.146,1,2,"H2AFJ"
"402","CPB1",0.0074594416845201,1.71883555554548,0.276,0.07,1,2,"CPB1"
"403","AGR2",0.00757786523953303,1.21523266195906,0.517,0.204,1,2,"AGR2"
"404","NDUFC21",0,2.48711245978348,0.699,0.154,0,3,"NDUFC2"
"405","SERF21",0,1.77813180523519,0.894,0.451,0,3,"SERF2"
"406","NDUFA41",7.34996840422424e-275,2.12229615471253,0.689,0.196,1.66410634640041e-270,3,"NDUFA4"
"407","ATP5IF1",6.98312826143528e-266,2.33319434957497,0.572,0.123,1.58105006967156e-261,3,"ATP5IF1"
"408","COX6B1",1.72886334941733e-261,2.61037325478131,0.47,0.078,3.91431950941578e-257,3,"COX6B1"
"409","RPL191",4.5956404467109e-245,0.448380842420748,0.927,0.731,1.04049895353981e-240,3,"RPL19"
"410","MGST11",1.42499576811975e-237,1.68476471508305,0.785,0.361,3.22633291859992e-233,3,"MGST1"
"411","CUTA",7.50420759601849e-232,2.81509717060791,0.401,0.058,1.69902764181455e-227,3,"CUTA"
"412","NDUFA131",3.86897420009165e-230,2.15410933415866,0.585,0.148,8.7597444864275e-226,3,"NDUFA13"
"413","MIF1",3.03242260734909e-224,0.688045761589122,0.769,0.46,6.86570802529907e-220,3,"MIF"
"414","MYL61",1.88415152506571e-221,1.47452028062781,0.807,0.41,4.26590746790126e-217,3,"MYL6"
"415","ATP5F1E1",7.94233323355386e-220,1.65388902045016,0.789,0.316,1.79822366740893e-215,3,"ATP5F1E"
"416","ELOB1",1.03599147276412e-217,2.16529812765299,0.593,0.138,2.34558829348524e-213,3,"ELOB"
"417","ATP5MC3",6.04550633377009e-210,1.86048578265709,0.541,0.157,1.36876308902889e-205,3,"ATP5MC3"
"418","COX6A11",1.471955106295e-208,1.99128114302874,0.65,0.184,3.33265355616251e-204,3,"COX6A1"
"419","PRDX11",4.18266899170591e-208,2.31814990511552,0.762,0.311,9.46998086412136e-204,3,"PRDX1"
"420","DCXR",2.93690685753832e-191,2.42486918298586,0.486,0.099,6.64945081615252e-187,3,"DCXR"
"421","PRDX2",1.57776515605946e-173,1.99653984116413,0.481,0.131,3.57221808983421e-169,3,"PRDX2"
"422","SSR4",2.34797203910263e-171,1.80176966032102,0.533,0.16,5.31604349373226e-167,3,"SSR4"
"423","BLVRB",7.35903904265961e-170,2.57101460252739,0.478,0.093,1.66616002964856e-165,3,"BLVRB"
"424","CD632",3.90566170157485e-168,1.32535098357788,0.831,0.507,8.84280865853561e-164,3,"CD63"
"425","TALDO1",5.15776403565915e-168,2.48538861985616,0.416,0.08,1.16776935531359e-163,3,"TALDO1"
"426","SOD11",2.35293871916336e-167,1.88044792057127,0.601,0.192,5.32728855405777e-163,3,"SOD1"
"427","CHCHD2",1.91938842691854e-163,1.36590386378245,0.555,0.219,4.34568733738626e-159,3,"CHCHD2"
"428","GAPDH1",2.91236173437543e-160,0.796962149193341,0.817,0.532,6.5938782027994e-156,3,"GAPDH"
"429","PPDPF1",3.65887867791274e-156,1.56888020759503,0.68,0.262,8.28406721466223e-152,3,"PPDPF"
"430","NDUFS5",5.11886487317062e-155,1.88393220426299,0.463,0.129,1.15896219593456e-150,3,"NDUFS5"
"431","UBA52",3.94111868726747e-154,1.02130840705081,0.751,0.413,8.92308681984228e-150,3,"UBA52"
"432","H3F3A1",4.08398753940006e-154,1.49705241769461,0.852,0.482,9.24655618795567e-150,3,"H3F3A"
"433","POLR2L1",3.72911408138625e-148,2.15364797518843,0.501,0.121,8.4430871916666e-144,3,"POLR2L"
"434","PSMB3",1.39551721991121e-146,2.46006004760938,0.273,0.05,3.15959053760097e-142,3,"PSMB3"
"435","COX4I1",1.5360545525476e-146,1.23692681649117,0.476,0.203,3.47778111242302e-142,3,"COX4I1"
"436","RPL321",1.87795619388676e-143,0.314207321028429,0.926,0.781,4.25188061857902e-139,3,"RPL32"
"437","RPL281",9.13289917543443e-143,0.326298867898129,0.94,0.786,2.06777970231011e-138,3,"RPL28"
"438","METRN1",2.52227400159447e-140,2.0564621414781,0.51,0.131,5.71068056701005e-136,3,"METRN"
"439","CRABP2",3.23629146597729e-140,1.98750660078798,0.476,0.145,7.32728750811917e-136,3,"CRABP2"
"440","BEX3",2.31724180052163e-138,2.29245551868727,0.405,0.088,5.24646716056103e-134,3,"BEX3"
"441","COX6C1",3.95924762186128e-138,2.13409072482332,0.78,0.272,8.96413254065611e-134,3,"COX6C"
"442","RPL411",6.59911654900951e-137,0.424249971668854,0.988,0.926,1.49410597786124e-132,3,"RPL41"
"443","NME21",5.42978720150884e-136,0.846262739826209,0.674,0.393,1.22935812029362e-131,3,"NME2"
"444","COX7C2",1.49479209131869e-132,1.35612126517325,0.646,0.272,3.38435877395464e-128,3,"COX7C"
"445","KRTCAP2",3.16128029120017e-132,2.42380681545561,0.369,0.069,7.15745470730631e-128,3,"KRTCAP2"
"446","RPS261",4.46851432330037e-132,1.74556921664336,0.536,0.166,1.01171632793844e-127,3,"RPS26"
"447","NDUFB11",3.14011803838131e-131,2.41375315079168,0.265,0.05,7.10954125069912e-127,3,"NDUFB11"
"448","BST21",1.99818092149833e-130,1.96387976507132,0.622,0.214,4.52408142436436e-126,3,"BST2"
"449","UQCRH",1.27890390382444e-127,1.49109523932485,0.435,0.156,2.89556632864892e-123,3,"UQCRH"
"450","COX5B",1.57164459289023e-127,1.86220885460582,0.36,0.099,3.55836052276276e-123,3,"COX5B"
"451","RPS5",1.00189267563023e-126,0.309969615499298,0.691,0.528,2.26838520689441e-122,3,"RPS5"
"452","UQCRQ",4.05518698797148e-122,1.97744224023676,0.384,0.096,9.18134885946623e-118,3,"UQCRQ"
"453","RPL36",1.34789698449361e-119,0.588343408576706,0.73,0.496,3.05177356259197e-115,3,"RPL36"
"454","S100A111",4.10166852916616e-119,0.44910630826111,0.738,0.486,9.2865877168851e-115,3,"S100A11"
"455","CFL11",1.24213596193639e-115,0.97922257608154,0.584,0.307,2.81232003142018e-111,3,"CFL1"
"456","TSTD1",2.77184328654578e-112,1.87398294097957,0.439,0.123,6.27573038506829e-108,3,"TSTD1"
"457","COX7A21",1.24940886910154e-111,1.80414818928527,0.484,0.141,2.82878662053279e-107,3,"COX7A2"
"458","ATP5MPL",5.86811039697569e-111,2.43330119240745,0.329,0.061,1.32859887497927e-106,3,"ATP5MPL"
"459","CRIP11",9.69180502449341e-111,2.40835924156361,0.614,0.157,2.19432157559555e-106,3,"CRIP1"
"460","UBL5",3.53552912510333e-109,2.04579843957032,0.42,0.104,8.00479149214645e-105,3,"UBL5"
"461","SUB1",3.92636981018681e-109,2.00918196208472,0.445,0.115,8.88969388724396e-105,3,"SUB1"
"462","NDUFB10",3.98664889537184e-106,2.45751617706238,0.317,0.058,9.02617176401139e-102,3,"NDUFB10"
"463","TMSB101",4.52099816120588e-105,0.419113192615122,0.794,0.54,1.02359919367862e-100,3,"TMSB10"
"464","FAU",2.07646728297247e-103,0.715272817768951,0.619,0.378,4.70132957537798e-99,3,"FAU"
"465","KRT181",9.27161387684191e-103,1.29380004309648,0.659,0.316,2.09918609785578e-98,3,"KRT18"
"466","NDUFS6",2.38923973295311e-101,2.13722908327589,0.298,0.069,5.40947767937915e-97,3,"NDUFS6"
"467","SPCS1",1.76033223743606e-99,2.07690416651076,0.333,0.079,3.98556821877898e-95,3,"SPCS1"
"468","RABAC1",1.2047223117836e-98,2.23853384967986,0.331,0.074,2.72761178610925e-94,3,"RABAC1"
"469","ARPC3",1.23775103973219e-98,1.97585044318868,0.42,0.108,2.80239212905765e-94,3,"ARPC3"
"470","LGALS31",1.11765300148993e-96,1.36104925939227,0.424,0.166,2.53047816067335e-92,3,"LGALS3"
"471","RPS131",1.70808739083689e-96,0.289947362970188,0.772,0.6,3.86728066159381e-92,3,"RPS13"
"472","ATP5PF",3.37045291714697e-96,2.00117351344123,0.357,0.09,7.63104244971245e-92,3,"ATP5PF"
"473","IFI271",5.51492735545441e-96,2.37605201272315,0.655,0.165,1.24863470254843e-91,3,"IFI27"
"474","MZT2B",5.94880960291618e-95,1.6927082283214,0.361,0.115,1.34686998219625e-90,3,"MZT2B"
"475","ATP6V0B",1.73728624687478e-94,1.99275392903888,0.312,0.078,3.93338979154918e-90,3,"ATP6V0B"
"476","DYNLL1",1.84341078462415e-94,1.15449021214508,0.523,0.238,4.17366635746754e-90,3,"DYNLL1"
"477","S100A61",2.15045164664317e-94,0.904794755087413,0.83,0.587,4.8688375731648e-90,3,"S100A6"
"478","TMBIM6",2.51972776313244e-94,1.35397411867171,0.514,0.204,5.70491562850816e-90,3,"TMBIM6"
"479","SMIM22",4.32763745228212e-94,2.59024411745037,0.305,0.051,9.79820395571195e-90,3,"SMIM22"
"480","RPL35A1",1.53631258141275e-93,0.43377442195566,0.702,0.514,3.47836531557661e-89,3,"RPL35A"
"481","CST3",1.70795401268075e-93,1.42001024736753,0.423,0.156,3.86697868011048e-89,3,"CST3"
"482","PRDX5",6.26835666786963e-93,1.76801146733116,0.322,0.096,1.41921863317236e-88,3,"PRDX5"
"483","KRT191",4.38035247451087e-92,1.15502986713518,0.778,0.397,9.91755603754005e-88,3,"KRT19"
"484","MYL12B1",3.82608448669201e-91,1.0538844389554,0.441,0.216,8.66263788631938e-87,3,"MYL12B"
"485","REEP5",1.08721971100545e-90,1.84049707587395,0.291,0.081,2.46157414768744e-86,3,"REEP5"
"486","NEDD8",1.66785829203412e-89,1.9999866053193,0.283,0.07,3.77619795899445e-85,3,"NEDD8"
"487","AP2S1",1.80224040351921e-87,1.73543624354873,0.337,0.102,4.08045249760785e-83,3,"AP2S1"
"488","SRP141",2.2446704794277e-86,1.36652924894275,0.624,0.264,5.08215843247227e-82,3,"SRP14"
"489","NDUFAB1",2.45962197747891e-85,2.24694210488788,0.286,0.06,5.56883011921e-81,3,"NDUFAB1"
"490","GSTM31",1.73771480616112e-84,2.18380611424768,0.553,0.16,3.9343600926294e-80,3,"GSTM3"
"491","PHLDA21",1.8891876094724e-83,0.948459577533268,0.486,0.254,4.27730966660647e-79,3,"PHLDA2"
"492","HLA-C1",1.80997346214296e-80,1.5127155119559,0.501,0.193,4.09796091563788e-76,3,"HLA-C"
"493","RPS27L1",1.43821875412119e-79,1.6782299950814,0.54,0.204,3.25627108120578e-75,3,"RPS27L"
"494","SLC25A3",3.37715884007623e-79,1.52286926290147,0.316,0.11,7.64622532981659e-75,3,"SLC25A3"
"495","GPX4",3.56363548861832e-79,1.13245387117797,0.34,0.155,8.06842710978075e-75,3,"GPX4"
"496","POMP",2.47721352629048e-78,1.96453853619475,0.321,0.082,5.60865914487428e-74,3,"POMP"
"497","MAGED2",9.86993773373626e-78,2.42715646878505,0.305,0.063,2.23465260229523e-73,3,"MAGED2"
"498","TMEM59",3.69095957108186e-77,1.84914776826585,0.325,0.092,8.35670156488644e-73,3,"TMEM59"
"499","BTF3",1.76581815586659e-76,0.931078234107988,0.447,0.239,3.99798888669754e-72,3,"BTF3"
"500","PRDX6",5.83514346099428e-76,2.01844039038404,0.28,0.071,1.32113483100372e-71,3,"PRDX6"
"501","TFF31",8.66902133777203e-76,1.46490052950262,0.548,0.175,1.96275312108497e-71,3,"TFF3"
"502","COX7B",1.26335146590194e-75,2.0401237489177,0.275,0.065,2.86035405394858e-71,3,"COX7B"
"503","LY6E1",1.28076110704648e-75,0.529004005376976,0.421,0.29,2.89977122246393e-71,3,"LY6E"
"504","ADIRF1",1.40301487864354e-74,1.00985169634074,0.531,0.29,3.17656598673684e-70,3,"ADIRF"
"505","CYBA",4.35673255715471e-74,1.81029681362645,0.355,0.109,9.86407818265399e-70,3,"CYBA"
"506","HSPE1",3.27527779427789e-73,1.77559771090493,0.309,0.091,7.41555645402458e-69,3,"HSPE1"
"507","HSBP1",1.00867680663432e-71,1.94092734010978,0.256,0.067,2.28374515790077e-67,3,"HSBP1"
"508","S100A13",2.15803796727279e-71,1.7166787130216,0.348,0.111,4.88601376170233e-67,3,"S100A13"
"509","MDK",2.54593466820179e-71,1.88568822547587,0.405,0.123,5.76425068227567e-67,3,"MDK"
"510","PARK7",1.65601287420229e-69,1.43330351264554,0.321,0.119,3.74937874848141e-65,3,"PARK7"
"511","UQCRB",3.24942968343948e-69,1.25488333785837,0.384,0.161,7.35703374627532e-65,3,"UQCRB"
"512","ATOX1",6.0615136082433e-69,2.18642699838198,0.268,0.059,1.37238729604237e-64,3,"ATOX1"
"513","S100A161",6.95737042000089e-69,0.673689091944824,0.471,0.286,1.5752182367924e-64,3,"S100A16"
"514","SELENOM",1.33167675460779e-68,0.96350430633061,0.332,0.169,3.0150493401075e-64,3,"SELENOM"
"515","SELENOW1",4.61423263640543e-68,1.45719588887001,0.47,0.178,1.04470841120855e-63,3,"SELENOW"
"516","STARD10",1.30483966053515e-66,2.52741308434154,0.289,0.055,2.95428747541764e-62,3,"STARD10"
"517","NENF",2.40193797701719e-66,2.10619260285507,0.317,0.075,5.43822777376461e-62,3,"NENF"
"518","RPS28",1.27057594858054e-65,0.456753951246691,0.85,0.659,2.87671100518121e-61,3,"RPS28"
"519","CSTB1",2.70832945117945e-64,1.68726387406242,0.552,0.192,6.1319287104154e-60,3,"CSTB"
